p_sigma,p_mu,p_sig_scalar,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,mu_out,sigma_out,ler_round,noise_model
0.0067730273501081404,0.0112883789168469,0.6,0.25,"(3, 3)",center data,5,3,50000,14350,0.287,0.012102602083333336,0.00562477434360295,0.09566666667,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.25,"(3, 3)",center data,5,3,50000,18351,0.36702,0.01446321625,0.007101164113092839,0.12234,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.25,"(3, 3)",center data,5,3,50000,21388,0.42776,0.019786579166666665,0.008346757158770264,0.1425866667,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.25,"(3, 3)",center data,5,3,50000,21435,0.4287,0.02087591666666667,0.01066360401074869,0.1429,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.25,"(3, 3)",center data,5,3,50000,24306,0.48612,0.032138745833333336,0.01665160481234915,0.16204,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.25,"(3, 3)",center data,5,3,50000,24728,0.49456,0.03907755625,0.017710341648101,0.1648533333,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.25,"(3, 3)",center data,5,3,50000,25055,0.5011,0.05460378541666666,0.023366308739686058,0.1670333333,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.25,"(3, 3)",center data,5,3,50000,25089,0.50178,0.06695609791666667,0.035197286742088336,0.16726,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.25,"(3, 3)",center data,5,3,50000,25186,0.50372,0.095215125,0.03820059801376642,0.1679066667,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.25,"(3, 3)",center data,5,3,50000,25049,0.50098,0.12481884645833334,0.05506884892728323,0.1669933333,heterogeneous-defect-sig-scalar
0.0006,0.001,0.6,0.5,"(3, 3)",center data,5,3,50000,205,0.0041,0.0010092660416666666,0.0004577082600018433,0.001366666667,heterogeneous-defect-sig-scalar
0.000764564991421878,0.00127427498570313,0.6,0.5,"(3, 3)",center data,5,3,50000,481,0.00962,0.0013651125416666665,0.0007287211886052785,0.003206666667,heterogeneous-defect-sig-scalar
0.000974266043513232,0.00162377673918872,0.6,0.5,"(3, 3)",center data,5,3,50000,577,0.01154,0.0017335597916666664,0.0008912619420249246,0.003846666667,heterogeneous-defect-sig-scalar
0.001241482848668874,0.00206913808111479,0.6,0.5,"(3, 3)",center data,5,3,50000,1059,0.02118,0.002406326458333333,0.0012464708751051398,0.00706,heterogeneous-defect-sig-scalar
0.001581990539238216,0.00263665089873036,0.6,0.5,"(3, 3)",center data,5,3,50000,1671,0.03342,0.0025704796166666666,0.0013313575559992913,0.01114,heterogeneous-defect-sig-scalar
0.002015890971770268,0.00335981828628378,0.6,0.5,"(3, 3)",center data,5,3,50000,2373,0.04746,0.003322325416666667,0.0018466674703446187,0.01582,heterogeneous-defect-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,0.5,"(3, 3)",center data,5,3,50000,3655,0.0731,0.004965572060416667,0.0022920438418634298,0.02436666667,heterogeneous-defect-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,0.5,"(3, 3)",center data,5,3,50000,4977,0.09954,0.0062116456250000006,0.0034807601000684855,0.03318,heterogeneous-defect-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,0.5,"(3, 3)",center data,5,3,50000,10636,0.21272,0.0086998,0.004541258644454566,0.07090666667,heterogeneous-defect-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,0.5,"(3, 3)",center data,5,3,50000,10046,0.20092,0.008535697083333333,0.005468806084688777,0.06697333333,heterogeneous-defect-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,0.5,"(3, 3)",center data,5,3,50000,15728,0.31456,0.01203163375,0.005419573703556945,0.1048533333,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.5,"(3, 3)",center data,5,3,50000,15918,0.31836,0.015822068958333334,0.008095618346382722,0.10612,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.5,"(3, 3)",center data,5,3,50000,20826,0.41652,0.020531220833333332,0.009638348434616067,0.13884,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.5,"(3, 3)",center data,5,3,50000,23710,0.4742,0.024715514583333334,0.014334343237062251,0.1580666667,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.5,"(3, 3)",center data,5,3,50000,24433,0.48866,0.029953562500000003,0.0156856828831744,0.1628866667,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.5,"(3, 3)",center data,5,3,50000,24708,0.49416,0.044719335416666665,0.02279597709006176,0.16472,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.5,"(3, 3)",center data,5,3,50000,24902,0.49804,0.05149278958333333,0.02711939144831179,0.1660133333,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.5,"(3, 3)",center data,5,3,50000,24933,0.49866,0.06727042916666666,0.03161851136001371,0.16622,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.5,"(3, 3)",center data,5,3,50000,24967,0.49934,0.08137805,0.05134797330705955,0.1664466667,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.5,"(3, 3)",center data,5,3,50000,25033,0.50066,0.11251963124999999,0.0437772099064692,0.1668866667,heterogeneous-defect-sig-scalar
0.0006,0.001,0.6,0.75,"(3, 3)",center data,5,3,50000,318,0.00636,0.0010814652083333332,0.0004561771222936583,0.00212,heterogeneous-defect-sig-scalar
0.000764564991421878,0.00127427498570313,0.6,0.75,"(3, 3)",center data,5,3,50000,594,0.01188,0.001452099791666667,0.0007239128961083923,0.00396,heterogeneous-defect-sig-scalar
0.000974266043513232,0.00162377673918872,0.6,0.75,"(3, 3)",center data,5,3,50000,683,0.01366,0.0015355083541666668,0.0007855996769123648,0.004553333333,heterogeneous-defect-sig-scalar
0.001241482848668874,0.00206913808111479,0.6,0.75,"(3, 3)",center data,5,3,50000,967,0.01934,0.002169460625,0.001166908560655401,0.006446666667,heterogeneous-defect-sig-scalar
0.001581990539238216,0.00263665089873036,0.6,0.75,"(3, 3)",center data,5,3,50000,1722,0.03444,0.0027171349583333337,0.0015732138244632118,0.01148,heterogeneous-defect-sig-scalar
0.002015890971770268,0.00335981828628378,0.6,0.75,"(3, 3)",center data,5,3,50000,2641,0.05282,0.003926945,0.0018116847056917768,0.01760666667,heterogeneous-defect-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,0.75,"(3, 3)",center data,5,3,50000,4326,0.08652,0.004640554791666667,0.0023293839455547664,0.02884,heterogeneous-defect-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,0.75,"(3, 3)",center data,5,3,50000,6218,0.12436,0.005391194937500001,0.0026192202207504225,0.04145333333,heterogeneous-defect-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,0.75,"(3, 3)",center data,5,3,50000,5421,0.10842,0.006761194583333334,0.0036684251733151547,0.03614,heterogeneous-defect-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,0.75,"(3, 3)",center data,5,3,50000,10173,0.20346,0.009077616583333333,0.004911918276572334,0.06782,heterogeneous-defect-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,0.75,"(3, 3)",center data,5,3,50000,13325,0.2665,0.011000701750000001,0.006203879533986145,0.08883333333,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.75,"(3, 3)",center data,5,3,50000,16996,0.33992,0.014831658333333332,0.008304838463079655,0.1133066667,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.75,"(3, 3)",center data,5,3,50000,20511,0.41022,0.01871104125,0.009673309487604847,0.13674,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.75,"(3, 3)",center data,5,3,50000,23543,0.47086,0.02423472791666666,0.01197212289725785,0.1569533333,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.75,"(3, 3)",center data,5,3,50000,24596,0.49192,0.03604613541666666,0.015422261801187614,0.1639733333,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.75,"(3, 3)",center data,5,3,50000,25087,0.50174,0.04965280833333333,0.024743840176587664,0.1672466667,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.75,"(3, 3)",center data,5,3,50000,24626,0.49252,0.038570554166666667,0.021010620821721317,0.1641733333,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.75,"(3, 3)",center data,5,3,50000,24889,0.49778,0.05451588333333333,0.0272779987799259,0.1659266667,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.75,"(3, 3)",center data,5,3,50000,24888,0.49776,0.08436262499999998,0.04922559123803771,0.16592,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.75,"(3, 3)",center data,5,3,50000,25189,0.50378,0.10945587500000002,0.050532121829677555,0.1679266667,heterogeneous-defect-sig-scalar
0.001581990539238216,0.00263665089873036,0.6,0.0,"(4, 4)",center data,7,3,50000,403,0.00806,0.0030767888494845365,0.0012848053514053787,0.002686666667,heterogeneous-defect-sig-scalar
0.0006,0.001,0.6,0.0,"(4, 4)",center data,7,3,50000,14,0.00028,0.0010225005051546392,0.0004610923644514909,9.333333333e-05,heterogeneous-defect-sig-scalar
0.001241482848668874,0.00206913808111479,0.6,0.0,"(4, 4)",center data,7,3,50000,77,0.00154,0.0020161011237113404,0.0010714077737470804,0.0005133333333,heterogeneous-defect-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,0.0,"(4, 4)",center data,7,3,50000,2308,0.04616,0.00587896487628866,0.0030993055828415846,0.01538666667,heterogeneous-defect-sig-scalar
0.000764564991421878,0.00127427498570313,0.6,0.0,"(4, 4)",center data,7,3,50000,21,0.00042,0.0012814857216494845,0.0006425817195962495,0.00014,heterogeneous-defect-sig-scalar
0.002015890971770268,0.00335981828628378,0.6,0.0,"(4, 4)",center data,7,3,50000,503,0.01006,0.003563684711340206,0.0017509972910549614,0.003353333333,heterogeneous-defect-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,0.0,"(4, 4)",center data,7,3,50000,10434,0.20868,0.011377544329896907,0.005904508508661801,0.06956,heterogeneous-defect-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,0.0,"(4, 4)",center data,7,3,50000,968,0.01936,0.004414312989690721,0.0023246257142097715,0.006453333333,heterogeneous-defect-sig-scalar
0.000974266043513232,0.00162377673918872,0.6,0.0,"(4, 4)",center data,7,3,50000,72,0.00144,0.0017628378453608247,0.0008796359253732914,0.00048,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.0,"(4, 4)",center data,7,3,50000,14910,0.2982,0.014188220515463916,0.007410574679765684,0.0994,heterogeneous-defect-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,0.0,"(4, 4)",center data,7,3,50000,6803,0.13606,0.009135188556701031,0.004807278789216998,0.04535333333,heterogeneous-defect-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,0.0,"(4, 4)",center data,7,3,50000,3470,0.0694,0.0069520440206185564,0.0035503795418514394,0.02313333333,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.0,"(4, 4)",center data,7,3,50000,21454,0.42908,0.02001089206185567,0.010872438255626955,0.1430266667,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.0,"(4, 4)",center data,7,3,50000,23419,0.46838,0.02547423402061856,0.012873192791894953,0.1561266667,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.0,"(4, 4)",center data,7,3,50000,24626,0.49252,0.030790068969072167,0.015346146087838113,0.1641733333,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.0,"(4, 4)",center data,7,3,50000,24796,0.49592,0.039056508556701036,0.019048555814786837,0.1653066667,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.0,"(4, 4)",center data,7,3,50000,25066,0.50132,0.051401719896907214,0.02699782765050202,0.1671066667,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.0,"(4, 4)",center data,7,3,50000,25083,0.50166,0.06537839793814433,0.02968981738621509,0.16722,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.0,"(4, 4)",center data,7,3,50000,24966,0.49932,0.08752847824742267,0.04063733651199923,0.16644,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.0,"(4, 4)",center data,7,3,50000,25082,0.50164,0.10567262845360822,0.05613144316637062,0.1672133333,heterogeneous-defect-sig-scalar
0.0006,0.001,0.6,0.05,"(4, 4)",center data,7,3,50000,26,0.00052,0.0010897188541666668,0.0005194583244850467,0.0001733333333,heterogeneous-defect-sig-scalar
0.000764564991421878,0.00127427498570313,0.6,0.05,"(4, 4)",center data,7,3,50000,35,0.0007,0.0012416394166666666,0.000615306040138626,0.0002333333333,heterogeneous-defect-sig-scalar
0.000974266043513232,0.00162377673918872,0.6,0.05,"(4, 4)",center data,7,3,50000,74,0.00148,0.0017582032489583336,0.0009493010583273154,0.0004933333333,heterogeneous-defect-sig-scalar
0.001241482848668874,0.00206913808111479,0.6,0.05,"(4, 4)",center data,7,3,50000,99,0.00198,0.002078450625,0.001128493579890367,0.00066,heterogeneous-defect-sig-scalar
0.001581990539238216,0.00263665089873036,0.6,0.05,"(4, 4)",center data,7,3,50000,416,0.00832,0.0029667219791666664,0.0013821794909200619,0.002773333333,heterogeneous-defect-sig-scalar
0.002015890971770268,0.00335981828628378,0.6,0.05,"(4, 4)",center data,7,3,50000,1034,0.02068,0.00400818625,0.0017873793302639169,0.006893333333,heterogeneous-defect-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,0.05,"(4, 4)",center data,7,3,50000,1190,0.0238,0.0043786307708333335,0.0023265815506582892,0.007933333333,heterogeneous-defect-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,0.05,"(4, 4)",center data,7,3,50000,1605,0.0321,0.005232326739583334,0.0031217601461984226,0.0107,heterogeneous-defect-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,0.05,"(4, 4)",center data,7,3,50000,4272,0.08544,0.00732368675,0.0038011491399738387,0.02848,heterogeneous-defect-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,0.05,"(4, 4)",center data,7,3,50000,8390,0.1678,0.009248060375,0.0047283127260068095,0.05593333333,heterogeneous-defect-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,0.05,"(4, 4)",center data,7,3,50000,14265,0.2853,0.013070670937499999,0.005738100720927664,0.0951,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.05,"(4, 4)",center data,7,3,50000,16659,0.33318,0.014994976875000001,0.008110425139491933,0.11106,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.05,"(4, 4)",center data,7,3,50000,22442,0.44884,0.020606628229166667,0.009252357100761766,0.1496133333,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.05,"(4, 4)",center data,7,3,50000,23994,0.47988,0.025260608333333334,0.01307803539868682,0.15996,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.05,"(4, 4)",center data,7,3,50000,24220,0.4844,0.028153751875000004,0.015953644802067065,0.1614666667,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.05,"(4, 4)",center data,7,3,50000,24799,0.49598,0.040631906249999995,0.02137074284616808,0.1653266667,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.05,"(4, 4)",center data,7,3,50000,24949,0.49898,0.05441736666666667,0.029145716137208982,0.1663266667,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.05,"(4, 4)",center data,7,3,50000,25086,0.50172,0.05439432708333333,0.029024994121376376,0.16724,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.05,"(4, 4)",center data,7,3,50000,24873,0.49746,0.08537404864583335,0.04008967697830412,0.16582,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.05,"(4, 4)",center data,7,3,50000,25200,0.504,0.09800597916666669,0.04672368837511189,0.168,heterogeneous-defect-sig-scalar
0.0006,0.001,0.6,0.25,"(4, 4)",center data,7,3,50000,45,0.0009,0.001049535625,0.0004847077746475458,0.0003,heterogeneous-defect-sig-scalar
0.000764564991421878,0.00127427498570313,0.6,0.25,"(4, 4)",center data,7,3,50000,50,0.001,0.0013134643541666668,0.0007077706681109117,0.0003333333333,heterogeneous-defect-sig-scalar
0.000974266043513232,0.00162377673918872,0.6,0.25,"(4, 4)",center data,7,3,50000,89,0.00178,0.0015692185104166664,0.0007040923489627444,0.0005933333333,heterogeneous-defect-sig-scalar
0.001581990539238216,0.00263665089873036,0.6,0.25,"(4, 4)",center data,7,3,50000,312,0.00624,0.002394171875,0.0012852633078010971,0.00208,heterogeneous-defect-sig-scalar
0.001241482848668874,0.00206913808111479,0.6,0.25,"(4, 4)",center data,7,3,50000,200,0.004,0.002171835333333333,0.0010190329805376626,0.001333333333,heterogeneous-defect-sig-scalar
0.002015890971770268,0.00335981828628378,0.6,0.25,"(4, 4)",center data,7,3,50000,968,0.01936,0.0035406973958333333,0.0017606615865777585,0.006453333333,heterogeneous-defect-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,0.25,"(4, 4)",center data,7,3,50000,1885,0.0377,0.004835356677083334,0.0022054340676283288,0.01256666667,heterogeneous-defect-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,0.25,"(4, 4)",center data,7,3,50000,2540,0.0508,0.005580169166666667,0.0028051955232752442,0.01693333333,heterogeneous-defect-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,0.25,"(4, 4)",center data,7,3,50000,5914,0.11828,0.007129219791666666,0.0036244288318580797,0.03942666667,heterogeneous-defect-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,0.25,"(4, 4)",center data,7,3,50000,7970,0.1594,0.009529667604166667,0.005069343110678013,0.05313333333,heterogeneous-defect-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,0.25,"(4, 4)",center data,7,3,50000,12128,0.24256,0.011331921354166668,0.006091564812118889,0.08085333333,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.25,"(4, 4)",center data,7,3,50000,18511,0.37022,0.015581011562500002,0.007425599628475064,0.1234066667,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.25,"(4, 4)",center data,7,3,50000,22688,0.45376,0.021100892708333336,0.010527747118173843,0.1512533333,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.25,"(4, 4)",center data,7,3,50000,24300,0.486,0.02590661145833333,0.013460693397164684,0.162,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.25,"(4, 4)",center data,7,3,50000,24660,0.4932,0.03099505677083333,0.01572827043979152,0.1644,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.25,"(4, 4)",center data,7,3,50000,25059,0.50118,0.04334835906250001,0.021790966599585484,0.16706,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.25,"(4, 4)",center data,7,3,50000,24854,0.49708,0.0500584834375,0.025210910519118453,0.1656933333,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.25,"(4, 4)",center data,7,3,50000,25067,0.50134,0.07218638541666667,0.0346042196253969,0.1671133333,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.25,"(4, 4)",center data,7,3,50000,25279,0.50558,0.08844451041666668,0.03865883589814742,0.1685266667,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.25,"(4, 4)",center data,7,3,50000,25051,0.50102,0.10173955291666666,0.051834425886934446,0.1670066667,heterogeneous-defect-sig-scalar
0.0006,0.001,0.6,0.5,"(4, 4)",center data,7,3,50000,42,0.00084,0.0010560967291666668,0.0005210115844908401,0.00028,heterogeneous-defect-sig-scalar
0.000764564991421878,0.00127427498570313,0.6,0.5,"(4, 4)",center data,7,3,50000,68,0.00136,0.0013427070145833333,0.000674620416414513,0.0004533333333,heterogeneous-defect-sig-scalar
0.000974266043513232,0.00162377673918872,0.6,0.5,"(4, 4)",center data,7,3,50000,202,0.00404,0.0016588219375,0.0009083065298988967,0.001346666667,heterogeneous-defect-sig-scalar
0.001241482848668874,0.00206913808111479,0.6,0.5,"(4, 4)",center data,7,3,50000,207,0.00414,0.002056854364583333,0.0011091295029667047,0.00138,heterogeneous-defect-sig-scalar
0.001581990539238216,0.00263665089873036,0.6,0.5,"(4, 4)",center data,7,3,50000,625,0.0125,0.0027805096875,0.001278612362351152,0.004166666667,heterogeneous-defect-sig-scalar
0.002015890971770268,0.00335981828628378,0.6,0.5,"(4, 4)",center data,7,3,50000,987,0.01974,0.0035421779166666667,0.0016954939229499595,0.00658,heterogeneous-defect-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,0.5,"(4, 4)",center data,7,3,50000,1807,0.03614,0.0045246109375,0.0021674645575063037,0.01204666667,heterogeneous-defect-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,0.5,"(4, 4)",center data,7,3,50000,3304,0.06608,0.005797440864583334,0.0028040644004855876,0.02202666667,heterogeneous-defect-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,0.5,"(4, 4)",center data,7,3,50000,5609,0.11218,0.007261713541666666,0.0036532207521417486,0.03739333333,heterogeneous-defect-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,0.5,"(4, 4)",center data,7,3,50000,9766,0.19532,0.00957262975,0.005326394764573808,0.06510666667,heterogeneous-defect-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,0.5,"(4, 4)",center data,7,3,50000,16339,0.32678,0.012499455625000001,0.006118815381766756,0.1089266667,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.5,"(4, 4)",center data,7,3,50000,19661,0.39322,0.016464629166666665,0.007780748211704384,0.1310733333,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.5,"(4, 4)",center data,7,3,50000,21371,0.42742,0.018954110104166668,0.00971806225803974,0.1424733333,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.5,"(4, 4)",center data,7,3,50000,24500,0.49,0.026231591666666665,0.012549755922474372,0.1633333333,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.5,"(4, 4)",center data,7,3,50000,24769,0.49538,0.03217803645833333,0.015321752439295793,0.1651266667,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.5,"(4, 4)",center data,7,3,50000,24919,0.49838,0.038666597187500006,0.022684312330795132,0.1661266667,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.5,"(4, 4)",center data,7,3,50000,24965,0.4993,0.04761369791666667,0.024004428128133894,0.1664333333,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.5,"(4, 4)",center data,7,3,50000,25161,0.50322,0.06169635729166667,0.03389217136734512,0.16774,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.5,"(4, 4)",center data,7,3,50000,24993,0.49986,0.08497981312500001,0.04799228772634236,0.16662,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.5,"(4, 4)",center data,7,3,50000,25020,0.5004,0.11558424062500001,0.05927610316389203,0.1668,heterogeneous-defect-sig-scalar
0.0006,0.001,0.6,0.75,"(4, 4)",center data,7,3,50000,52,0.00104,0.00113914415625,0.0005185716670647552,0.0003466666667,heterogeneous-defect-sig-scalar
0.000764564991421878,0.00127427498570313,0.6,0.75,"(4, 4)",center data,7,3,50000,99,0.00198,0.0013650641666666668,0.000655583306776725,0.00066,heterogeneous-defect-sig-scalar
0.000974266043513232,0.00162377673918872,0.6,0.75,"(4, 4)",center data,7,3,50000,118,0.00236,0.0016866384374999998,0.0008665539695040254,0.0007866666667,heterogeneous-defect-sig-scalar
0.001241482848668874,0.00206913808111479,0.6,0.75,"(4, 4)",center data,7,3,50000,296,0.00592,0.0021698420520833337,0.001038596935176274,0.001973333333,heterogeneous-defect-sig-scalar
0.001581990539238216,0.00263665089873036,0.6,0.75,"(4, 4)",center data,7,3,50000,513,0.01026,0.002734330520833333,0.0013391809445471774,0.00342,heterogeneous-defect-sig-scalar
0.002015890971770268,0.00335981828628378,0.6,0.75,"(4, 4)",center data,7,3,50000,897,0.01794,0.003566528020833334,0.00168662451977353,0.00598,heterogeneous-defect-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,0.75,"(4, 4)",center data,7,3,50000,1658,0.03316,0.004320205729166667,0.0021062712064519695,0.01105333333,heterogeneous-defect-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,0.75,"(4, 4)",center data,7,3,50000,3358,0.06716,0.006046225104166666,0.0026778550561157286,0.02238666667,heterogeneous-defect-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,0.75,"(4, 4)",center data,7,3,50000,8198,0.16396,0.008240468645833332,0.0037080924144920918,0.05465333333,heterogeneous-defect-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,0.75,"(4, 4)",center data,7,3,50000,9163,0.18326,0.00988273875,0.005218213831477534,0.06108666667,heterogeneous-defect-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,0.75,"(4, 4)",center data,7,3,50000,13417,0.26834,0.011560095614583335,0.006129451913838163,0.08944666667,heterogeneous-defect-sig-scalar
0.00863069932972596,0.0143844988828766,0.6,0.75,"(4, 4)",center data,7,3,50000,17700,0.354,0.015022038020833331,0.0077704545238235345,0.118,heterogeneous-defect-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,0.75,"(4, 4)",center data,7,3,50000,20755,0.4151,0.018825849375,0.011848808804296163,0.1383666667,heterogeneous-defect-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,0.75,"(4, 4)",center data,7,3,50000,24431,0.48862,0.025945355833333333,0.013336629279643688,0.1628733333,heterogeneous-defect-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,0.75,"(4, 4)",center data,7,3,50000,24766,0.49532,0.032463126041666665,0.016250922077392028,0.1651066667,heterogeneous-defect-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,0.75,"(4, 4)",center data,7,3,50000,24780,0.4956,0.03626079270833333,0.018557676003443994,0.1652,heterogeneous-defect-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,0.75,"(4, 4)",center data,7,3,50000,25051,0.50102,0.047404693750000004,0.026426328990795382,0.1670066667,heterogeneous-defect-sig-scalar
0.03695089266396156,0.0615848211066026,0.6,0.75,"(4, 4)",center data,7,3,50000,24924,0.49848,0.06622869062499999,0.03555278609482513,0.16616,heterogeneous-defect-sig-scalar
0.04708559822108766,0.0784759970351461,0.6,0.75,"(4, 4)",center data,7,3,50000,24943,0.49886,0.08123144583333333,0.04367942622969775,0.1662866667,heterogeneous-defect-sig-scalar
0.06,0.1,0.6,0.75,"(4, 4)",center data,7,3,50000,24904,0.49808,0.10310585208333334,0.059844517103565587,0.1660266667,heterogeneous-defect-sig-scalar
