p_sigma,p_mu,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.006,0.0042813323987194,0.5,"(8, 8)",center data,15,3,50000,1056,0.02112,0.00704,heterogeneous-defect
0.006,0.0042813323987194,0.75,"(8, 8)",center data,15,3,50000,1235,0.0247,0.008233333333,heterogeneous-defect
0.006,0.00545559478116852,0.0,"(8, 8)",center data,15,3,50000,1381,0.02762,0.009206666667,heterogeneous-defect
0.006,0.00545559478116852,0.05,"(8, 8)",center data,15,3,50000,1815,0.0363,0.0121,heterogeneous-defect
0.006,0.00545559478116852,0.25,"(8, 8)",center data,15,3,50000,1776,0.03552,0.01184,heterogeneous-defect
0.006,0.00545559478116852,0.5,"(8, 8)",center data,15,3,50000,2190,0.0438,0.0146,heterogeneous-defect
0.006,0.00545559478116852,0.75,"(8, 8)",center data,15,3,50000,2448,0.04896,0.01632,heterogeneous-defect
0.006,0.0069519279617756,0.0,"(8, 8)",center data,15,3,50000,3989,0.07978,0.02659333333,heterogeneous-defect
0.006,0.0069519279617756,0.05,"(8, 8)",center data,15,3,50000,4817,0.09634,0.03211333333,heterogeneous-defect
0.006,0.0069519279617756,0.25,"(8, 8)",center data,15,3,50000,4313,0.08626,0.02875333333,heterogeneous-defect
0.006,0.0069519279617756,0.5,"(8, 8)",center data,15,3,50000,3510,0.0702,0.0234,heterogeneous-defect
0.006,0.0069519279617756,0.75,"(8, 8)",center data,15,3,50000,4102,0.08204,0.02734666667,heterogeneous-defect
0.006,0.00885866790410082,0.0,"(8, 8)",center data,15,3,50000,6145,0.1229,0.04096666667,heterogeneous-defect
0.006,0.00885866790410082,0.05,"(8, 8)",center data,15,3,50000,7285,0.1457,0.04856666667,heterogeneous-defect
0.006,0.00885866790410082,0.25,"(8, 8)",center data,15,3,50000,8634,0.17268,0.05756,heterogeneous-defect
0.006,0.00885866790410082,0.5,"(8, 8)",center data,15,3,50000,7799,0.15598,0.05199333333,heterogeneous-defect
0.006,0.00885866790410082,0.75,"(8, 8)",center data,15,3,50000,7467,0.14934,0.04978,heterogeneous-defect
0.006,0.0112883789168469,0.0,"(8, 8)",center data,15,3,50000,12049,0.24098,0.08032666667,heterogeneous-defect
0.006,0.0112883789168469,0.05,"(8, 8)",center data,15,3,50000,12107,0.24214,0.08071333333,heterogeneous-defect
0.006,0.0112883789168469,0.25,"(8, 8)",center data,15,3,50000,12372,0.24744,0.08248,heterogeneous-defect
0.006,0.0112883789168469,0.5,"(8, 8)",center data,15,3,50000,12460,0.2492,0.08306666667,heterogeneous-defect
0.006,0.0112883789168469,0.75,"(8, 8)",center data,15,3,50000,11644,0.23288,0.07762666667,heterogeneous-defect
0.006,0.0143844988828766,0.05,"(8, 8)",center data,15,3,50000,19422,0.38844,0.12948,heterogeneous-defect
0.006,0.0143844988828766,0.0,"(8, 8)",center data,15,3,50000,18903,0.37806,0.12602,heterogeneous-defect
0.006,0.0143844988828766,0.25,"(8, 8)",center data,15,3,50000,19484,0.38968,0.1298933333,heterogeneous-defect
0.006,0.0143844988828766,0.5,"(8, 8)",center data,15,3,50000,20544,0.41088,0.13696,heterogeneous-defect
0.006,0.0143844988828766,0.75,"(8, 8)",center data,15,3,50000,20110,0.4022,0.1340666667,heterogeneous-defect
0.006,0.0183298071083244,0.0,"(8, 8)",center data,15,3,50000,23854,0.47708,0.1590266667,heterogeneous-defect
0.006,0.0183298071083244,0.05,"(8, 8)",center data,15,3,50000,24127,0.48254,0.1608466667,heterogeneous-defect
0.006,0.0183298071083244,0.25,"(8, 8)",center data,15,3,50000,23855,0.4771,0.1590333333,heterogeneous-defect
0.006,0.0183298071083244,0.5,"(8, 8)",center data,15,3,50000,23925,0.4785,0.1595,heterogeneous-defect
0.006,0.0183298071083244,0.75,"(8, 8)",center data,15,3,50000,24054,0.48108,0.16036,heterogeneous-defect
0.006,0.0233572146909012,0.0,"(8, 8)",center data,15,3,50000,24735,0.4947,0.1649,heterogeneous-defect
0.006,0.0233572146909012,0.05,"(8, 8)",center data,15,3,50000,24815,0.4963,0.1654333333,heterogeneous-defect
0.006,0.0233572146909012,0.25,"(8, 8)",center data,15,3,50000,24797,0.49594,0.1653133333,heterogeneous-defect
0.006,0.0233572146909012,0.5,"(8, 8)",center data,15,3,50000,24767,0.49534,0.1651133333,heterogeneous-defect
0.006,0.0233572146909012,0.75,"(8, 8)",center data,15,3,50000,24932,0.49864,0.1662133333,heterogeneous-defect
0.006,0.0297635144163132,0.0,"(8, 8)",center data,15,3,50000,25054,0.50108,0.1670266667,heterogeneous-defect
0.006,0.0297635144163132,0.05,"(8, 8)",center data,15,3,50000,25107,0.50214,0.16738,heterogeneous-defect
0.006,0.0297635144163132,0.25,"(8, 8)",center data,15,3,50000,24805,0.4961,0.1653666667,heterogeneous-defect
0.006,0.0297635144163132,0.5,"(8, 8)",center data,15,3,50000,24984,0.49968,0.16656,heterogeneous-defect
0.006,0.0297635144163132,0.75,"(8, 8)",center data,15,3,50000,25319,0.50638,0.1687933333,heterogeneous-defect
0.006,0.0379269019073225,0.0,"(8, 8)",center data,15,3,50000,25047,0.50094,0.16698,heterogeneous-defect
0.006,0.0379269019073225,0.05,"(8, 8)",center data,15,3,50000,24990,0.4998,0.1666,heterogeneous-defect
0.006,0.0379269019073225,0.25,"(8, 8)",center data,15,3,50000,25069,0.50138,0.1671266667,heterogeneous-defect
0.006,0.0379269019073225,0.5,"(8, 8)",center data,15,3,50000,24912,0.49824,0.16608,heterogeneous-defect
0.006,0.0379269019073225,0.75,"(8, 8)",center data,15,3,50000,24850,0.497,0.1656666667,heterogeneous-defect
0.006,0.0483293023857175,0.0,"(8, 8)",center data,15,3,50000,25034,0.50068,0.1668933333,heterogeneous-defect
0.006,0.0483293023857175,0.05,"(8, 8)",center data,15,3,50000,24988,0.49976,0.1665866667,heterogeneous-defect
0.006,0.0483293023857175,0.25,"(8, 8)",center data,15,3,50000,25136,0.50272,0.1675733333,heterogeneous-defect
0.006,0.0483293023857175,0.5,"(8, 8)",center data,15,3,50000,25023,0.50046,0.16682,heterogeneous-defect
0.006,0.0483293023857175,0.75,"(8, 8)",center data,15,3,50000,24962,0.49924,0.1664133333,heterogeneous-defect
0.006,0.0615848211066026,0.0,"(8, 8)",center data,15,3,50000,24977,0.49954,0.1665133333,heterogeneous-defect
0.006,0.0615848211066026,0.05,"(8, 8)",center data,15,3,50000,25078,0.50156,0.1671866667,heterogeneous-defect
0.006,0.0615848211066026,0.25,"(8, 8)",center data,15,3,50000,25022,0.50044,0.1668133333,heterogeneous-defect
0.006,0.0615848211066026,0.5,"(8, 8)",center data,15,3,50000,25021,0.50042,0.1668066667,heterogeneous-defect
0.006,0.0615848211066026,0.75,"(8, 8)",center data,15,3,50000,24988,0.49976,0.1665866667,heterogeneous-defect
0.006,0.0784759970351461,0.0,"(8, 8)",center data,15,3,50000,24756,0.49512,0.16504,heterogeneous-defect
0.006,0.0784759970351461,0.05,"(8, 8)",center data,15,3,50000,25018,0.50036,0.1667866667,heterogeneous-defect
0.006,0.0784759970351461,0.25,"(8, 8)",center data,15,3,50000,25194,0.50388,0.16796,heterogeneous-defect
0.006,0.0784759970351461,0.5,"(8, 8)",center data,15,3,50000,25054,0.50108,0.1670266667,heterogeneous-defect
0.006,0.0784759970351461,0.75,"(8, 8)",center data,15,3,50000,25001,0.50002,0.1666733333,heterogeneous-defect
0.006,0.1,0.0,"(8, 8)",center data,15,3,50000,25004,0.50008,0.1666933333,heterogeneous-defect
0.006,0.1,0.05,"(8, 8)",center data,15,3,50000,24925,0.4985,0.1661666667,heterogeneous-defect
0.006,0.1,0.25,"(8, 8)",center data,15,3,50000,25227,0.50454,0.16818,heterogeneous-defect
0.006,0.1,0.5,"(8, 8)",center data,15,3,50000,25026,0.50052,0.16684,heterogeneous-defect
0.006,0.1,0.75,"(8, 8)",center data,15,3,50000,25014,0.50028,0.16676,heterogeneous-defect
0.006,0.001,0.75,"(9, 9)",center data,17,3,50000,246,0.00492,0.00164,heterogeneous-defect
0.006,0.001,0.05,"(9, 9)",center data,17,3,50000,99,0.00198,0.00066,heterogeneous-defect
0.006,0.00162377673918872,0.0,"(9, 9)",center data,17,3,50000,149,0.00298,0.0009933333333,heterogeneous-defect
0.006,0.00127427498570313,0.75,"(9, 9)",center data,17,3,50000,147,0.00294,0.00098,heterogeneous-defect
0.006,0.00127427498570313,0.0,"(9, 9)",center data,17,3,50000,86,0.00172,0.0005733333333,heterogeneous-defect
0.006,0.001,0.0,"(9, 9)",center data,17,3,50000,96,0.00192,0.00064,heterogeneous-defect
0.006,0.00127427498570313,0.25,"(9, 9)",center data,17,3,50000,189,0.00378,0.00126,heterogeneous-defect
0.006,0.001,0.5,"(9, 9)",center data,17,3,50000,239,0.00478,0.001593333333,heterogeneous-defect
0.006,0.001,0.25,"(9, 9)",center data,17,3,50000,135,0.0027,0.0009,heterogeneous-defect
0.006,0.00127427498570313,0.05,"(9, 9)",center data,17,3,50000,156,0.00312,0.00104,heterogeneous-defect
0.006,0.00162377673918872,0.05,"(9, 9)",center data,17,3,50000,244,0.00488,0.001626666667,heterogeneous-defect
0.006,0.00127427498570313,0.5,"(9, 9)",center data,17,3,50000,246,0.00492,0.00164,heterogeneous-defect
0.006,0.00162377673918872,0.25,"(9, 9)",center data,17,3,50000,224,0.00448,0.001493333333,heterogeneous-defect
0.006,0.00162377673918872,0.75,"(9, 9)",center data,17,3,50000,385,0.0077,0.002566666667,heterogeneous-defect
0.006,0.00162377673918872,0.5,"(9, 9)",center data,17,3,50000,272,0.00544,0.001813333333,heterogeneous-defect
0.006,0.00206913808111479,0.0,"(9, 9)",center data,17,3,50000,198,0.00396,0.00132,heterogeneous-defect
0.006,0.00206913808111479,0.05,"(9, 9)",center data,17,3,50000,198,0.00396,0.00132,heterogeneous-defect
0.006,0.00206913808111479,0.25,"(9, 9)",center data,17,3,50000,222,0.00444,0.00148,heterogeneous-defect
0.006,0.00206913808111479,0.5,"(9, 9)",center data,17,3,50000,263,0.00526,0.001753333333,heterogeneous-defect
0.006,0.00206913808111479,0.75,"(9, 9)",center data,17,3,50000,209,0.00418,0.001393333333,heterogeneous-defect
0.006,0.00263665089873036,0.0,"(9, 9)",center data,17,3,50000,686,0.01372,0.004573333333,heterogeneous-defect
0.006,0.00263665089873036,0.05,"(9, 9)",center data,17,3,50000,276,0.00552,0.00184,heterogeneous-defect
0.006,0.00263665089873036,0.25,"(9, 9)",center data,17,3,50000,548,0.01096,0.003653333333,heterogeneous-defect
0.006,0.00263665089873036,0.5,"(9, 9)",center data,17,3,50000,495,0.0099,0.0033,heterogeneous-defect
0.006,0.00263665089873036,0.75,"(9, 9)",center data,17,3,50000,545,0.0109,0.003633333333,heterogeneous-defect
0.006,0.00335981828628378,0.0,"(9, 9)",center data,17,3,50000,579,0.01158,0.00386,heterogeneous-defect
0.006,0.00335981828628378,0.05,"(9, 9)",center data,17,3,50000,449,0.00898,0.002993333333,heterogeneous-defect
0.006,0.00335981828628378,0.5,"(9, 9)",center data,17,3,50000,738,0.01476,0.00492,heterogeneous-defect
0.006,0.00335981828628378,0.25,"(9, 9)",center data,17,3,50000,734,0.01468,0.004893333333,heterogeneous-defect
0.006,0.00335981828628378,0.75,"(9, 9)",center data,17,3,50000,400,0.008,0.002666666667,heterogeneous-defect
0.006,0.0042813323987194,0.0,"(9, 9)",center data,17,3,50000,870,0.0174,0.0058,heterogeneous-defect
0.006,0.0042813323987194,0.05,"(9, 9)",center data,17,3,50000,732,0.01464,0.00488,heterogeneous-defect
0.006,0.0042813323987194,0.25,"(9, 9)",center data,17,3,50000,911,0.01822,0.006073333333,heterogeneous-defect
0.006,0.0042813323987194,0.5,"(9, 9)",center data,17,3,50000,866,0.01732,0.005773333333,heterogeneous-defect
0.006,0.0042813323987194,0.75,"(9, 9)",center data,17,3,50000,765,0.0153,0.0051,heterogeneous-defect
0.006,0.00545559478116852,0.0,"(9, 9)",center data,17,3,50000,861,0.01722,0.00574,heterogeneous-defect
0.006,0.00545559478116852,0.05,"(9, 9)",center data,17,3,50000,1130,0.0226,0.007533333333,heterogeneous-defect
0.006,0.00545559478116852,0.25,"(9, 9)",center data,17,3,50000,1306,0.02612,0.008706666667,heterogeneous-defect
0.006,0.00545559478116852,0.5,"(9, 9)",center data,17,3,50000,1197,0.02394,0.00798,heterogeneous-defect
0.006,0.00545559478116852,0.75,"(9, 9)",center data,17,3,50000,2014,0.04028,0.01342666667,heterogeneous-defect
0.006,0.0069519279617756,0.0,"(9, 9)",center data,17,3,50000,1846,0.03692,0.01230666667,heterogeneous-defect
0.006,0.0069519279617756,0.05,"(9, 9)",center data,17,3,50000,3008,0.06016,0.02005333333,heterogeneous-defect
0.006,0.0069519279617756,0.25,"(9, 9)",center data,17,3,50000,2386,0.04772,0.01590666667,heterogeneous-defect
0.006,0.0069519279617756,0.5,"(9, 9)",center data,17,3,50000,3723,0.07446,0.02482,heterogeneous-defect
0.006,0.0069519279617756,0.75,"(9, 9)",center data,17,3,50000,3243,0.06486,0.02162,heterogeneous-defect
0.006,0.00885866790410082,0.0,"(9, 9)",center data,17,3,50000,6857,0.13714,0.04571333333,heterogeneous-defect
0.006,0.00885866790410082,0.25,"(9, 9)",center data,17,3,50000,5806,0.11612,0.03870666667,heterogeneous-defect
0.006,0.00885866790410082,0.05,"(9, 9)",center data,17,3,50000,6743,0.13486,0.04495333333,heterogeneous-defect
0.006,0.00885866790410082,0.5,"(9, 9)",center data,17,3,50000,7899,0.15798,0.05266,heterogeneous-defect
0.006,0.00885866790410082,0.75,"(9, 9)",center data,17,3,50000,6688,0.13376,0.04458666667,heterogeneous-defect
0.006,0.0112883789168469,0.0,"(9, 9)",center data,17,3,50000,11923,0.23846,0.07948666667,heterogeneous-defect
0.006,0.0112883789168469,0.05,"(9, 9)",center data,17,3,50000,12997,0.25994,0.08664666667,heterogeneous-defect
0.006,0.0112883789168469,0.25,"(9, 9)",center data,17,3,50000,13221,0.26442,0.08814,heterogeneous-defect
0.006,0.0112883789168469,0.5,"(9, 9)",center data,17,3,50000,12387,0.24774,0.08258,heterogeneous-defect
0.006,0.0112883789168469,0.75,"(9, 9)",center data,17,3,50000,13143,0.26286,0.08762,heterogeneous-defect
0.006,0.0143844988828766,0.0,"(9, 9)",center data,17,3,50000,20905,0.4181,0.1393666667,heterogeneous-defect
0.006,0.0143844988828766,0.05,"(9, 9)",center data,17,3,50000,19384,0.38768,0.1292266667,heterogeneous-defect
0.006,0.0143844988828766,0.25,"(9, 9)",center data,17,3,50000,19590,0.3918,0.1306,heterogeneous-defect
0.006,0.0143844988828766,0.5,"(9, 9)",center data,17,3,50000,20102,0.40204,0.1340133333,heterogeneous-defect
0.006,0.0143844988828766,0.75,"(9, 9)",center data,17,3,50000,20639,0.41278,0.1375933333,heterogeneous-defect
0.006,0.0183298071083244,0.0,"(9, 9)",center data,17,3,50000,24314,0.48628,0.1620933333,heterogeneous-defect
0.006,0.0183298071083244,0.05,"(9, 9)",center data,17,3,50000,24043,0.48086,0.1602866667,heterogeneous-defect
0.006,0.0183298071083244,0.25,"(9, 9)",center data,17,3,50000,24544,0.49088,0.1636266667,heterogeneous-defect
0.006,0.0183298071083244,0.5,"(9, 9)",center data,17,3,50000,24158,0.48316,0.1610533333,heterogeneous-defect
0.006,0.0183298071083244,0.75,"(9, 9)",center data,17,3,50000,24335,0.4867,0.1622333333,heterogeneous-defect
0.006,0.0233572146909012,0.0,"(9, 9)",center data,17,3,50000,25098,0.50196,0.16732,heterogeneous-defect
0.006,0.0233572146909012,0.05,"(9, 9)",center data,17,3,50000,24901,0.49802,0.1660066667,heterogeneous-defect
0.006,0.0233572146909012,0.25,"(9, 9)",center data,17,3,50000,25149,0.50298,0.16766,heterogeneous-defect
0.006,0.0233572146909012,0.5,"(9, 9)",center data,17,3,50000,25031,0.50062,0.1668733333,heterogeneous-defect
0.006,0.0233572146909012,0.75,"(9, 9)",center data,17,3,50000,24913,0.49826,0.1660866667,heterogeneous-defect
0.006,0.0297635144163132,0.0,"(9, 9)",center data,17,3,50000,25098,0.50196,0.16732,heterogeneous-defect
0.006,0.0297635144163132,0.05,"(9, 9)",center data,17,3,50000,25137,0.50274,0.16758,heterogeneous-defect
0.006,0.0297635144163132,0.25,"(9, 9)",center data,17,3,50000,25152,0.50304,0.16768,heterogeneous-defect
0.006,0.0297635144163132,0.5,"(9, 9)",center data,17,3,50000,25006,0.50012,0.1667066667,heterogeneous-defect
0.006,0.0297635144163132,0.75,"(9, 9)",center data,17,3,50000,24943,0.49886,0.1662866667,heterogeneous-defect
0.006,0.0379269019073225,0.0,"(9, 9)",center data,17,3,50000,25014,0.50028,0.16676,heterogeneous-defect
0.006,0.0379269019073225,0.05,"(9, 9)",center data,17,3,50000,24958,0.49916,0.1663866667,heterogeneous-defect
0.006,0.0379269019073225,0.25,"(9, 9)",center data,17,3,50000,24939,0.49878,0.16626,heterogeneous-defect
0.006,0.0379269019073225,0.5,"(9, 9)",center data,17,3,50000,25131,0.50262,0.16754,heterogeneous-defect
0.006,0.0379269019073225,0.75,"(9, 9)",center data,17,3,50000,25033,0.50066,0.1668866667,heterogeneous-defect
0.006,0.0483293023857175,0.0,"(9, 9)",center data,17,3,50000,24848,0.49696,0.1656533333,heterogeneous-defect
0.006,0.0483293023857175,0.05,"(9, 9)",center data,17,3,50000,25089,0.50178,0.16726,heterogeneous-defect
0.006,0.0483293023857175,0.25,"(9, 9)",center data,17,3,50000,25045,0.5009,0.1669666667,heterogeneous-defect
0.006,0.0483293023857175,0.5,"(9, 9)",center data,17,3,50000,25004,0.50008,0.1666933333,heterogeneous-defect
0.006,0.0483293023857175,0.75,"(9, 9)",center data,17,3,50000,24782,0.49564,0.1652133333,heterogeneous-defect
0.006,0.0615848211066026,0.0,"(9, 9)",center data,17,3,50000,24995,0.4999,0.1666333333,heterogeneous-defect
0.006,0.0615848211066026,0.05,"(9, 9)",center data,17,3,50000,24925,0.4985,0.1661666667,heterogeneous-defect
0.006,0.0615848211066026,0.25,"(9, 9)",center data,17,3,50000,25196,0.50392,0.1679733333,heterogeneous-defect
0.006,0.0615848211066026,0.5,"(9, 9)",center data,17,3,50000,25024,0.50048,0.1668266667,heterogeneous-defect
0.006,0.0615848211066026,0.75,"(9, 9)",center data,17,3,50000,25180,0.5036,0.1678666667,heterogeneous-defect
0.006,0.0784759970351461,0.0,"(9, 9)",center data,17,3,50000,25005,0.5001,0.1667,heterogeneous-defect
0.006,0.0784759970351461,0.05,"(9, 9)",center data,17,3,50000,24959,0.49918,0.1663933333,heterogeneous-defect
0.006,0.0784759970351461,0.25,"(9, 9)",center data,17,3,50000,25080,0.5016,0.1672,heterogeneous-defect
0.006,0.0784759970351461,0.5,"(9, 9)",center data,17,3,50000,24734,0.49468,0.1648933333,heterogeneous-defect
0.006,0.0784759970351461,0.75,"(9, 9)",center data,17,3,50000,25117,0.50234,0.1674466667,heterogeneous-defect
0.006,0.1,0.0,"(9, 9)",center data,17,3,50000,24836,0.49672,0.1655733333,heterogeneous-defect
0.006,0.1,0.05,"(9, 9)",center data,17,3,50000,24950,0.499,0.1663333333,heterogeneous-defect
0.006,0.1,0.25,"(9, 9)",center data,17,3,50000,24794,0.49588,0.1652933333,heterogeneous-defect
0.006,0.1,0.5,"(9, 9)",center data,17,3,50000,24852,0.49704,0.16568,heterogeneous-defect
0.006,0.1,0.75,"(9, 9)",center data,17,3,50000,24981,0.49962,0.16654,heterogeneous-defect
