p_sigma,p_mu,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.006,0.0615848211066026,0.5,"(2, 2)",center data,3,3,50000,24910,0.4982,0.1660666667,heterogeneous-defect
0.006,0.0615848211066026,0.75,"(2, 2)",center data,3,3,50000,24877,0.49754,0.1658466667,heterogeneous-defect
0.006,0.0784759970351461,0.0,"(2, 2)",center data,3,3,50000,25044,0.50088,0.16696,heterogeneous-defect
0.006,0.0784759970351461,0.05,"(2, 2)",center data,3,3,50000,24963,0.49926,0.16642,heterogeneous-defect
0.006,0.0784759970351461,0.25,"(2, 2)",center data,3,3,50000,25169,0.50338,0.1677933333,heterogeneous-defect
0.006,0.0784759970351461,0.5,"(2, 2)",center data,3,3,50000,24936,0.49872,0.16624,heterogeneous-defect
0.006,0.0784759970351461,0.75,"(2, 2)",center data,3,3,50000,24901,0.49802,0.1660066667,heterogeneous-defect
0.006,0.1,0.0,"(2, 2)",center data,3,3,50000,24804,0.49608,0.16536,heterogeneous-defect
0.006,0.1,0.05,"(2, 2)",center data,3,3,50000,25103,0.50206,0.1673533333,heterogeneous-defect
0.006,0.1,0.25,"(2, 2)",center data,3,3,50000,25031,0.50062,0.1668733333,heterogeneous-defect
0.006,0.1,0.5,"(2, 2)",center data,3,3,50000,24831,0.49662,0.16554,heterogeneous-defect
0.006,0.1,0.75,"(2, 2)",center data,3,3,50000,24991,0.49982,0.1666066667,heterogeneous-defect
0.006,0.001,0.5,"(3, 3)",center data,5,3,50000,4288,0.08576,0.02858666667,heterogeneous-defect
0.006,0.00162377673918872,0.05,"(3, 3)",center data,5,3,50000,2665,0.0533,0.01776666667,heterogeneous-defect
0.006,0.001,0.25,"(3, 3)",center data,5,3,50000,3485,0.0697,0.02323333333,heterogeneous-defect
0.006,0.00127427498570313,0.75,"(3, 3)",center data,5,3,50000,5447,0.10894,0.03631333333,heterogeneous-defect
0.006,0.001,0.0,"(3, 3)",center data,5,3,50000,1955,0.0391,0.01303333333,heterogeneous-defect
0.006,0.00127427498570313,0.25,"(3, 3)",center data,5,3,50000,2572,0.05144,0.01714666667,heterogeneous-defect
0.006,0.00127427498570313,0.0,"(3, 3)",center data,5,3,50000,2822,0.05644,0.01881333333,heterogeneous-defect
0.006,0.00127427498570313,0.05,"(3, 3)",center data,5,3,50000,3894,0.07788,0.02596,heterogeneous-defect
0.006,0.00162377673918872,0.0,"(3, 3)",center data,5,3,50000,1977,0.03954,0.01318,heterogeneous-defect
0.006,0.001,0.05,"(3, 3)",center data,5,3,50000,3381,0.06762,0.02254,heterogeneous-defect
0.006,0.00127427498570313,0.5,"(3, 3)",center data,5,3,50000,4235,0.0847,0.02823333333,heterogeneous-defect
0.006,0.001,0.75,"(3, 3)",center data,5,3,50000,2025,0.0405,0.0135,heterogeneous-defect
0.006,0.00162377673918872,0.25,"(3, 3)",center data,5,3,50000,3611,0.07222,0.02407333333,heterogeneous-defect
0.006,0.00162377673918872,0.75,"(3, 3)",center data,5,3,50000,4901,0.09802,0.03267333333,heterogeneous-defect
0.006,0.00162377673918872,0.5,"(3, 3)",center data,5,3,50000,3651,0.07302,0.02434,heterogeneous-defect
0.006,0.00206913808111479,0.0,"(3, 3)",center data,5,3,50000,2349,0.04698,0.01566,heterogeneous-defect
0.006,0.00206913808111479,0.05,"(3, 3)",center data,5,3,50000,3884,0.07768,0.02589333333,heterogeneous-defect
0.006,0.00206913808111479,0.25,"(3, 3)",center data,5,3,50000,5200,0.104,0.03466666667,heterogeneous-defect
0.006,0.00206913808111479,0.5,"(3, 3)",center data,5,3,50000,6908,0.13816,0.04605333333,heterogeneous-defect
0.006,0.00206913808111479,0.75,"(3, 3)",center data,5,3,50000,5702,0.11404,0.03801333333,heterogeneous-defect
0.006,0.00263665089873036,0.0,"(3, 3)",center data,5,3,50000,3338,0.06676,0.02225333333,heterogeneous-defect
0.006,0.00263665089873036,0.05,"(3, 3)",center data,5,3,50000,4840,0.0968,0.03226666667,heterogeneous-defect
0.006,0.00263665089873036,0.25,"(3, 3)",center data,5,3,50000,6216,0.12432,0.04144,heterogeneous-defect
0.006,0.00263665089873036,0.5,"(3, 3)",center data,5,3,50000,4055,0.0811,0.02703333333,heterogeneous-defect
0.006,0.00263665089873036,0.75,"(3, 3)",center data,5,3,50000,5528,0.11056,0.03685333333,heterogeneous-defect
0.006,0.00335981828628378,0.0,"(3, 3)",center data,5,3,50000,2389,0.04778,0.01592666667,heterogeneous-defect
0.006,0.00335981828628378,0.05,"(3, 3)",center data,5,3,50000,7084,0.14168,0.04722666667,heterogeneous-defect
0.006,0.00335981828628378,0.25,"(3, 3)",center data,5,3,50000,5863,0.11726,0.03908666667,heterogeneous-defect
0.006,0.00335981828628378,0.5,"(3, 3)",center data,5,3,50000,7293,0.14586,0.04862,heterogeneous-defect
0.006,0.00335981828628378,0.75,"(3, 3)",center data,5,3,50000,5912,0.11824,0.03941333333,heterogeneous-defect
0.006,0.0042813323987194,0.0,"(3, 3)",center data,5,3,50000,3558,0.07116,0.02372,heterogeneous-defect
0.006,0.0042813323987194,0.05,"(3, 3)",center data,5,3,50000,5448,0.10896,0.03632,heterogeneous-defect
0.006,0.0042813323987194,0.25,"(3, 3)",center data,5,3,50000,3515,0.0703,0.02343333333,heterogeneous-defect
0.006,0.0042813323987194,0.5,"(3, 3)",center data,5,3,50000,4753,0.09506,0.03168666667,heterogeneous-defect
0.006,0.0042813323987194,0.75,"(3, 3)",center data,5,3,50000,7849,0.15698,0.05232666667,heterogeneous-defect
0.006,0.00545559478116852,0.0,"(3, 3)",center data,5,3,50000,4397,0.08794,0.02931333333,heterogeneous-defect
0.006,0.00545559478116852,0.05,"(3, 3)",center data,5,3,50000,6268,0.12536,0.04178666667,heterogeneous-defect
0.006,0.00545559478116852,0.25,"(3, 3)",center data,5,3,50000,8366,0.16732,0.05577333333,heterogeneous-defect
0.006,0.00545559478116852,0.5,"(3, 3)",center data,5,3,50000,6626,0.13252,0.04417333333,heterogeneous-defect
0.006,0.00545559478116852,0.75,"(3, 3)",center data,5,3,50000,9387,0.18774,0.06258,heterogeneous-defect
0.006,0.0069519279617756,0.0,"(3, 3)",center data,5,3,50000,4649,0.09298,0.03099333333,heterogeneous-defect
0.006,0.0069519279617756,0.05,"(3, 3)",center data,5,3,50000,5849,0.11698,0.03899333333,heterogeneous-defect
0.006,0.0069519279617756,0.25,"(3, 3)",center data,5,3,50000,7826,0.15652,0.05217333333,heterogeneous-defect
0.006,0.0069519279617756,0.5,"(3, 3)",center data,5,3,50000,8222,0.16444,0.05481333333,heterogeneous-defect
0.006,0.0069519279617756,0.75,"(3, 3)",center data,5,3,50000,7963,0.15926,0.05308666667,heterogeneous-defect
0.006,0.00885866790410082,0.05,"(3, 3)",center data,5,3,50000,10700,0.214,0.07133333333,heterogeneous-defect
0.006,0.00885866790410082,0.0,"(3, 3)",center data,5,3,50000,8222,0.16444,0.05481333333,heterogeneous-defect
0.006,0.00885866790410082,0.25,"(3, 3)",center data,5,3,50000,11433,0.22866,0.07622,heterogeneous-defect
0.006,0.00885866790410082,0.5,"(3, 3)",center data,5,3,50000,8375,0.1675,0.05583333333,heterogeneous-defect
0.006,0.00885866790410082,0.75,"(3, 3)",center data,5,3,50000,11170,0.2234,0.07446666667,heterogeneous-defect
0.006,0.0112883789168469,0.0,"(3, 3)",center data,5,3,50000,12065,0.2413,0.08043333333,heterogeneous-defect
0.006,0.0112883789168469,0.05,"(3, 3)",center data,5,3,50000,13584,0.27168,0.09056,heterogeneous-defect
0.006,0.0112883789168469,0.25,"(3, 3)",center data,5,3,50000,11934,0.23868,0.07956,heterogeneous-defect
0.006,0.0112883789168469,0.5,"(3, 3)",center data,5,3,50000,14389,0.28778,0.09592666667,heterogeneous-defect
0.006,0.0112883789168469,0.75,"(3, 3)",center data,5,3,50000,13926,0.27852,0.09284,heterogeneous-defect
0.006,0.0143844988828766,0.0,"(3, 3)",center data,5,3,50000,13271,0.26542,0.08847333333,heterogeneous-defect
0.006,0.0143844988828766,0.05,"(3, 3)",center data,5,3,50000,15423,0.30846,0.10282,heterogeneous-defect
0.006,0.0143844988828766,0.25,"(3, 3)",center data,5,3,50000,18810,0.3762,0.1254,heterogeneous-defect
0.006,0.0143844988828766,0.5,"(3, 3)",center data,5,3,50000,18695,0.3739,0.1246333333,heterogeneous-defect
0.006,0.0143844988828766,0.75,"(3, 3)",center data,5,3,50000,17270,0.3454,0.1151333333,heterogeneous-defect
0.006,0.0183298071083244,0.0,"(3, 3)",center data,5,3,50000,18489,0.36978,0.12326,heterogeneous-defect
0.006,0.0183298071083244,0.05,"(3, 3)",center data,5,3,50000,18203,0.36406,0.1213533333,heterogeneous-defect
0.006,0.0183298071083244,0.25,"(3, 3)",center data,5,3,50000,21787,0.43574,0.1452466667,heterogeneous-defect
0.006,0.0183298071083244,0.5,"(3, 3)",center data,5,3,50000,20817,0.41634,0.13878,heterogeneous-defect
0.006,0.0183298071083244,0.75,"(3, 3)",center data,5,3,50000,21810,0.4362,0.1454,heterogeneous-defect
0.006,0.0233572146909012,0.0,"(3, 3)",center data,5,3,50000,21294,0.42588,0.14196,heterogeneous-defect
0.006,0.0233572146909012,0.05,"(3, 3)",center data,5,3,50000,22890,0.4578,0.1526,heterogeneous-defect
0.006,0.0233572146909012,0.25,"(3, 3)",center data,5,3,50000,23128,0.46256,0.1541866667,heterogeneous-defect
0.006,0.0233572146909012,0.5,"(3, 3)",center data,5,3,50000,22721,0.45442,0.1514733333,heterogeneous-defect
0.006,0.0233572146909012,0.75,"(3, 3)",center data,5,3,50000,23255,0.4651,0.1550333333,heterogeneous-defect
0.006,0.0297635144163132,0.0,"(3, 3)",center data,5,3,50000,23958,0.47916,0.15972,heterogeneous-defect
0.006,0.0297635144163132,0.05,"(3, 3)",center data,5,3,50000,24166,0.48332,0.1611066667,heterogeneous-defect
0.006,0.0297635144163132,0.25,"(3, 3)",center data,5,3,50000,24242,0.48484,0.1616133333,heterogeneous-defect
0.006,0.0297635144163132,0.5,"(3, 3)",center data,5,3,50000,24487,0.48974,0.1632466667,heterogeneous-defect
0.006,0.0297635144163132,0.75,"(3, 3)",center data,5,3,50000,24642,0.49284,0.16428,heterogeneous-defect
0.006,0.0379269019073225,0.0,"(3, 3)",center data,5,3,50000,24869,0.49738,0.1657933333,heterogeneous-defect
0.006,0.0379269019073225,0.05,"(3, 3)",center data,5,3,50000,24921,0.49842,0.16614,heterogeneous-defect
0.006,0.0379269019073225,0.25,"(3, 3)",center data,5,3,50000,24862,0.49724,0.1657466667,heterogeneous-defect
0.006,0.0379269019073225,0.5,"(3, 3)",center data,5,3,50000,24921,0.49842,0.16614,heterogeneous-defect
0.006,0.0379269019073225,0.75,"(3, 3)",center data,5,3,50000,24987,0.49974,0.16658,heterogeneous-defect
0.006,0.0483293023857175,0.0,"(3, 3)",center data,5,3,50000,24995,0.4999,0.1666333333,heterogeneous-defect
0.006,0.0483293023857175,0.05,"(3, 3)",center data,5,3,50000,24762,0.49524,0.16508,heterogeneous-defect
0.006,0.0483293023857175,0.25,"(3, 3)",center data,5,3,50000,25020,0.5004,0.1668,heterogeneous-defect
0.006,0.0483293023857175,0.5,"(3, 3)",center data,5,3,50000,24938,0.49876,0.1662533333,heterogeneous-defect
0.006,0.0483293023857175,0.75,"(3, 3)",center data,5,3,50000,24941,0.49882,0.1662733333,heterogeneous-defect
0.006,0.0615848211066026,0.0,"(3, 3)",center data,5,3,50000,24730,0.4946,0.1648666667,heterogeneous-defect
0.006,0.0615848211066026,0.05,"(3, 3)",center data,5,3,50000,24941,0.49882,0.1662733333,heterogeneous-defect
0.006,0.0615848211066026,0.25,"(3, 3)",center data,5,3,50000,25149,0.50298,0.16766,heterogeneous-defect
0.006,0.0615848211066026,0.5,"(3, 3)",center data,5,3,50000,24847,0.49694,0.1656466667,heterogeneous-defect
0.006,0.0615848211066026,0.75,"(3, 3)",center data,5,3,50000,24978,0.49956,0.16652,heterogeneous-defect
0.006,0.0784759970351461,0.0,"(3, 3)",center data,5,3,50000,24963,0.49926,0.16642,heterogeneous-defect
0.006,0.0784759970351461,0.05,"(3, 3)",center data,5,3,50000,24925,0.4985,0.1661666667,heterogeneous-defect
0.006,0.0784759970351461,0.25,"(3, 3)",center data,5,3,50000,25314,0.50628,0.16876,heterogeneous-defect
0.006,0.0784759970351461,0.5,"(3, 3)",center data,5,3,50000,24854,0.49708,0.1656933333,heterogeneous-defect
0.006,0.0784759970351461,0.75,"(3, 3)",center data,5,3,50000,24847,0.49694,0.1656466667,heterogeneous-defect
0.006,0.1,0.0,"(3, 3)",center data,5,3,50000,24875,0.4975,0.1658333333,heterogeneous-defect
0.006,0.1,0.05,"(3, 3)",center data,5,3,50000,24844,0.49688,0.1656266667,heterogeneous-defect
0.006,0.1,0.25,"(3, 3)",center data,5,3,50000,24936,0.49872,0.16624,heterogeneous-defect
0.006,0.1,0.5,"(3, 3)",center data,5,3,50000,24935,0.4987,0.1662333333,heterogeneous-defect
0.006,0.1,0.75,"(3, 3)",center data,5,3,50000,25244,0.50488,0.1682933333,heterogeneous-defect
0.006,0.00162377673918872,0.05,"(4, 4)",center data,7,3,50000,1447,0.02894,0.009646666667,heterogeneous-defect
0.006,0.00127427498570313,0.5,"(4, 4)",center data,7,3,50000,2398,0.04796,0.01598666667,heterogeneous-defect
0.006,0.001,0.0,"(4, 4)",center data,7,3,50000,1353,0.02706,0.00902,heterogeneous-defect
0.006,0.00162377673918872,0.0,"(4, 4)",center data,7,3,50000,1517,0.03034,0.01011333333,heterogeneous-defect
0.006,0.00127427498570313,0.25,"(4, 4)",center data,7,3,50000,3165,0.0633,0.0211,heterogeneous-defect
0.006,0.00127427498570313,0.05,"(4, 4)",center data,7,3,50000,2414,0.04828,0.01609333333,heterogeneous-defect
0.006,0.001,0.05,"(4, 4)",center data,7,3,50000,1311,0.02622,0.00874,heterogeneous-defect
0.006,0.001,0.5,"(4, 4)",center data,7,3,50000,3148,0.06296,0.02098666667,heterogeneous-defect
0.006,0.001,0.75,"(4, 4)",center data,7,3,50000,1743,0.03486,0.01162,heterogeneous-defect
0.006,0.001,0.25,"(4, 4)",center data,7,3,50000,2094,0.04188,0.01396,heterogeneous-defect
0.006,0.00127427498570313,0.0,"(4, 4)",center data,7,3,50000,1023,0.02046,0.00682,heterogeneous-defect
0.006,0.00127427498570313,0.75,"(4, 4)",center data,7,3,50000,3161,0.06322,0.02107333333,heterogeneous-defect
0.006,0.00162377673918872,0.25,"(4, 4)",center data,7,3,50000,2771,0.05542,0.01847333333,heterogeneous-defect
0.006,0.00162377673918872,0.5,"(4, 4)",center data,7,3,50000,2573,0.05146,0.01715333333,heterogeneous-defect
0.006,0.00162377673918872,0.75,"(4, 4)",center data,7,3,50000,2727,0.05454,0.01818,heterogeneous-defect
0.006,0.00206913808111479,0.0,"(4, 4)",center data,7,3,50000,1826,0.03652,0.01217333333,heterogeneous-defect
0.006,0.00206913808111479,0.05,"(4, 4)",center data,7,3,50000,2059,0.04118,0.01372666667,heterogeneous-defect
0.006,0.00206913808111479,0.5,"(4, 4)",center data,7,3,50000,3197,0.06394,0.02131333333,heterogeneous-defect
0.006,0.00206913808111479,0.25,"(4, 4)",center data,7,3,50000,3114,0.06228,0.02076,heterogeneous-defect
0.006,0.00206913808111479,0.75,"(4, 4)",center data,7,3,50000,2916,0.05832,0.01944,heterogeneous-defect
0.006,0.00263665089873036,0.0,"(4, 4)",center data,7,3,50000,1787,0.03574,0.01191333333,heterogeneous-defect
0.006,0.00263665089873036,0.05,"(4, 4)",center data,7,3,50000,2671,0.05342,0.01780666667,heterogeneous-defect
0.006,0.00263665089873036,0.25,"(4, 4)",center data,7,3,50000,2745,0.0549,0.0183,heterogeneous-defect
0.006,0.00263665089873036,0.5,"(4, 4)",center data,7,3,50000,3842,0.07684,0.02561333333,heterogeneous-defect
0.006,0.00263665089873036,0.75,"(4, 4)",center data,7,3,50000,2711,0.05422,0.01807333333,heterogeneous-defect
0.006,0.00335981828628378,0.0,"(4, 4)",center data,7,3,50000,1624,0.03248,0.01082666667,heterogeneous-defect
0.006,0.00335981828628378,0.05,"(4, 4)",center data,7,3,50000,2414,0.04828,0.01609333333,heterogeneous-defect
0.006,0.00335981828628378,0.25,"(4, 4)",center data,7,3,50000,3361,0.06722,0.02240666667,heterogeneous-defect
0.006,0.00335981828628378,0.5,"(4, 4)",center data,7,3,50000,5184,0.10368,0.03456,heterogeneous-defect
0.006,0.00335981828628378,0.75,"(4, 4)",center data,7,3,50000,4233,0.08466,0.02822,heterogeneous-defect
0.006,0.0042813323987194,0.0,"(4, 4)",center data,7,3,50000,2443,0.04886,0.01628666667,heterogeneous-defect
0.006,0.0042813323987194,0.05,"(4, 4)",center data,7,3,50000,2547,0.05094,0.01698,heterogeneous-defect
0.006,0.0042813323987194,0.25,"(4, 4)",center data,7,3,50000,4209,0.08418,0.02806,heterogeneous-defect
0.006,0.0042813323987194,0.5,"(4, 4)",center data,7,3,50000,4787,0.09574,0.03191333333,heterogeneous-defect
0.006,0.0042813323987194,0.75,"(4, 4)",center data,7,3,50000,3527,0.07054,0.02351333333,heterogeneous-defect
0.006,0.00545559478116852,0.0,"(4, 4)",center data,7,3,50000,3407,0.06814,0.02271333333,heterogeneous-defect
