p_sigma,p_mu,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.006,0.00545559478116852,0.05,"(4, 4)",center data,7,3,50000,3926,0.07852,0.02617333333,heterogeneous-defect
0.006,0.00545559478116852,0.25,"(4, 4)",center data,7,3,50000,7153,0.14306,0.04768666667,heterogeneous-defect
0.006,0.00545559478116852,0.5,"(4, 4)",center data,7,3,50000,5245,0.1049,0.03496666667,heterogeneous-defect
0.006,0.0069519279617756,0.0,"(4, 4)",center data,7,3,50000,4994,0.09988,0.03329333333,heterogeneous-defect
0.006,0.00545559478116852,0.75,"(4, 4)",center data,7,3,50000,6423,0.12846,0.04282,heterogeneous-defect
0.006,0.0069519279617756,0.05,"(4, 4)",center data,7,3,50000,5996,0.11992,0.03997333333,heterogeneous-defect
0.006,0.0069519279617756,0.25,"(4, 4)",center data,7,3,50000,6588,0.13176,0.04392,heterogeneous-defect
0.006,0.0069519279617756,0.5,"(4, 4)",center data,7,3,50000,7452,0.14904,0.04968,heterogeneous-defect
0.006,0.0069519279617756,0.75,"(4, 4)",center data,7,3,50000,7241,0.14482,0.04827333333,heterogeneous-defect
0.006,0.00885866790410082,0.0,"(4, 4)",center data,7,3,50000,8294,0.16588,0.05529333333,heterogeneous-defect
0.006,0.00885866790410082,0.05,"(4, 4)",center data,7,3,50000,8880,0.1776,0.0592,heterogeneous-defect
0.006,0.00885866790410082,0.25,"(4, 4)",center data,7,3,50000,8636,0.17272,0.05757333333,heterogeneous-defect
0.006,0.00885866790410082,0.5,"(4, 4)",center data,7,3,50000,11098,0.22196,0.07398666667,heterogeneous-defect
0.006,0.00885866790410082,0.75,"(4, 4)",center data,7,3,50000,9342,0.18684,0.06228,heterogeneous-defect
0.006,0.0112883789168469,0.0,"(4, 4)",center data,7,3,50000,11997,0.23994,0.07998,heterogeneous-defect
0.006,0.0112883789168469,0.05,"(4, 4)",center data,7,3,50000,13274,0.26548,0.08849333333,heterogeneous-defect
0.006,0.0112883789168469,0.25,"(4, 4)",center data,7,3,50000,9645,0.1929,0.0643,heterogeneous-defect
0.006,0.0112883789168469,0.5,"(4, 4)",center data,7,3,50000,11621,0.23242,0.07747333333,heterogeneous-defect
0.006,0.0112883789168469,0.75,"(4, 4)",center data,7,3,50000,14204,0.28408,0.09469333333,heterogeneous-defect
0.006,0.0143844988828766,0.0,"(4, 4)",center data,7,3,50000,15601,0.31202,0.1040066667,heterogeneous-defect
0.006,0.0143844988828766,0.05,"(4, 4)",center data,7,3,50000,15556,0.31112,0.1037066667,heterogeneous-defect
0.006,0.0143844988828766,0.25,"(4, 4)",center data,7,3,50000,17521,0.35042,0.1168066667,heterogeneous-defect
0.006,0.0143844988828766,0.5,"(4, 4)",center data,7,3,50000,16213,0.32426,0.1080866667,heterogeneous-defect
0.006,0.0143844988828766,0.75,"(4, 4)",center data,7,3,50000,18025,0.3605,0.1201666667,heterogeneous-defect
0.006,0.0183298071083244,0.0,"(4, 4)",center data,7,3,50000,21777,0.43554,0.14518,heterogeneous-defect
0.006,0.0183298071083244,0.05,"(4, 4)",center data,7,3,50000,21022,0.42044,0.1401466667,heterogeneous-defect
0.006,0.0183298071083244,0.25,"(4, 4)",center data,7,3,50000,21206,0.42412,0.1413733333,heterogeneous-defect
0.006,0.0183298071083244,0.5,"(4, 4)",center data,7,3,50000,21370,0.4274,0.1424666667,heterogeneous-defect
0.006,0.0183298071083244,0.75,"(4, 4)",center data,7,3,50000,21765,0.4353,0.1451,heterogeneous-defect
0.006,0.0233572146909012,0.0,"(4, 4)",center data,7,3,50000,22987,0.45974,0.1532466667,heterogeneous-defect
0.006,0.0233572146909012,0.05,"(4, 4)",center data,7,3,50000,24123,0.48246,0.16082,heterogeneous-defect
0.006,0.0233572146909012,0.25,"(4, 4)",center data,7,3,50000,24157,0.48314,0.1610466667,heterogeneous-defect
0.006,0.0233572146909012,0.5,"(4, 4)",center data,7,3,50000,24343,0.48686,0.1622866667,heterogeneous-defect
0.006,0.0233572146909012,0.75,"(4, 4)",center data,7,3,50000,24229,0.48458,0.1615266667,heterogeneous-defect
0.006,0.0297635144163132,0.0,"(4, 4)",center data,7,3,50000,24626,0.49252,0.1641733333,heterogeneous-defect
0.006,0.0297635144163132,0.05,"(4, 4)",center data,7,3,50000,24730,0.4946,0.1648666667,heterogeneous-defect
0.006,0.0297635144163132,0.25,"(4, 4)",center data,7,3,50000,24728,0.49456,0.1648533333,heterogeneous-defect
0.006,0.0297635144163132,0.5,"(4, 4)",center data,7,3,50000,24795,0.4959,0.1653,heterogeneous-defect
0.006,0.0297635144163132,0.75,"(4, 4)",center data,7,3,50000,24805,0.4961,0.1653666667,heterogeneous-defect
0.006,0.0379269019073225,0.0,"(4, 4)",center data,7,3,50000,24940,0.4988,0.1662666667,heterogeneous-defect
0.006,0.0379269019073225,0.05,"(4, 4)",center data,7,3,50000,24967,0.49934,0.1664466667,heterogeneous-defect
0.006,0.0379269019073225,0.25,"(4, 4)",center data,7,3,50000,24976,0.49952,0.1665066667,heterogeneous-defect
0.006,0.0379269019073225,0.5,"(4, 4)",center data,7,3,50000,24979,0.49958,0.1665266667,heterogeneous-defect
0.006,0.0379269019073225,0.75,"(4, 4)",center data,7,3,50000,24974,0.49948,0.1664933333,heterogeneous-defect
0.006,0.0483293023857175,0.0,"(4, 4)",center data,7,3,50000,25002,0.50004,0.16668,heterogeneous-defect
0.006,0.0483293023857175,0.05,"(4, 4)",center data,7,3,50000,24937,0.49874,0.1662466667,heterogeneous-defect
0.006,0.0483293023857175,0.25,"(4, 4)",center data,7,3,50000,24803,0.49606,0.1653533333,heterogeneous-defect
0.006,0.0483293023857175,0.5,"(4, 4)",center data,7,3,50000,25104,0.50208,0.16736,heterogeneous-defect
0.006,0.0483293023857175,0.75,"(4, 4)",center data,7,3,50000,24777,0.49554,0.16518,heterogeneous-defect
0.006,0.0615848211066026,0.0,"(4, 4)",center data,7,3,50000,24923,0.49846,0.1661533333,heterogeneous-defect
0.006,0.0615848211066026,0.05,"(4, 4)",center data,7,3,50000,24886,0.49772,0.1659066667,heterogeneous-defect
0.006,0.0615848211066026,0.25,"(4, 4)",center data,7,3,50000,25044,0.50088,0.16696,heterogeneous-defect
0.006,0.0615848211066026,0.5,"(4, 4)",center data,7,3,50000,24975,0.4995,0.1665,heterogeneous-defect
0.006,0.0615848211066026,0.75,"(4, 4)",center data,7,3,50000,24983,0.49966,0.1665533333,heterogeneous-defect
0.006,0.0784759970351461,0.0,"(4, 4)",center data,7,3,50000,24813,0.49626,0.16542,heterogeneous-defect
0.006,0.0784759970351461,0.05,"(4, 4)",center data,7,3,50000,25185,0.5037,0.1679,heterogeneous-defect
0.006,0.0784759970351461,0.25,"(4, 4)",center data,7,3,50000,25014,0.50028,0.16676,heterogeneous-defect
0.006,0.0784759970351461,0.5,"(4, 4)",center data,7,3,50000,24981,0.49962,0.16654,heterogeneous-defect
0.006,0.0784759970351461,0.75,"(4, 4)",center data,7,3,50000,25040,0.5008,0.1669333333,heterogeneous-defect
0.006,0.1,0.0,"(4, 4)",center data,7,3,50000,24829,0.49658,0.1655266667,heterogeneous-defect
0.006,0.1,0.05,"(4, 4)",center data,7,3,50000,24999,0.49998,0.16666,heterogeneous-defect
0.006,0.1,0.25,"(4, 4)",center data,7,3,50000,24890,0.4978,0.1659333333,heterogeneous-defect
0.006,0.1,0.5,"(4, 4)",center data,7,3,50000,24906,0.49812,0.16604,heterogeneous-defect
0.006,0.1,0.75,"(4, 4)",center data,7,3,50000,24903,0.49806,0.16602,heterogeneous-defect
0.006,0.00127427498570313,0.75,"(5, 5)",center data,9,3,50000,1526,0.03052,0.01017333333,heterogeneous-defect
0.006,0.00127427498570313,0.5,"(5, 5)",center data,9,3,50000,1731,0.03462,0.01154,heterogeneous-defect
0.006,0.001,0.0,"(5, 5)",center data,9,3,50000,896,0.01792,0.005973333333,heterogeneous-defect
0.006,0.001,0.05,"(5, 5)",center data,9,3,50000,742,0.01484,0.004946666667,heterogeneous-defect
0.006,0.001,0.25,"(5, 5)",center data,9,3,50000,1071,0.02142,0.00714,heterogeneous-defect
0.006,0.00127427498570313,0.05,"(5, 5)",center data,9,3,50000,989,0.01978,0.006593333333,heterogeneous-defect
0.006,0.00127427498570313,0.0,"(5, 5)",center data,9,3,50000,1247,0.02494,0.008313333333,heterogeneous-defect
0.006,0.00162377673918872,0.0,"(5, 5)",center data,9,3,50000,675,0.0135,0.0045,heterogeneous-defect
0.006,0.00162377673918872,0.05,"(5, 5)",center data,9,3,50000,1177,0.02354,0.007846666667,heterogeneous-defect
0.006,0.001,0.75,"(5, 5)",center data,9,3,50000,748,0.01496,0.004986666667,heterogeneous-defect
0.006,0.001,0.5,"(5, 5)",center data,9,3,50000,984,0.01968,0.00656,heterogeneous-defect
0.006,0.00127427498570313,0.25,"(5, 5)",center data,9,3,50000,1465,0.0293,0.009766666667,heterogeneous-defect
0.006,0.00162377673918872,0.5,"(5, 5)",center data,9,3,50000,1694,0.03388,0.01129333333,heterogeneous-defect
0.006,0.00162377673918872,0.25,"(5, 5)",center data,9,3,50000,1231,0.02462,0.008206666667,heterogeneous-defect
0.006,0.00162377673918872,0.75,"(5, 5)",center data,9,3,50000,1569,0.03138,0.01046,heterogeneous-defect
0.006,0.00206913808111479,0.0,"(5, 5)",center data,9,3,50000,709,0.01418,0.004726666667,heterogeneous-defect
0.006,0.00206913808111479,0.05,"(5, 5)",center data,9,3,50000,1416,0.02832,0.00944,heterogeneous-defect
0.006,0.00206913808111479,0.25,"(5, 5)",center data,9,3,50000,2529,0.05058,0.01686,heterogeneous-defect
0.006,0.00206913808111479,0.5,"(5, 5)",center data,9,3,50000,1995,0.0399,0.0133,heterogeneous-defect
0.006,0.00206913808111479,0.75,"(5, 5)",center data,9,3,50000,2835,0.0567,0.0189,heterogeneous-defect
0.006,0.00263665089873036,0.0,"(5, 5)",center data,9,3,50000,1329,0.02658,0.00886,heterogeneous-defect
0.006,0.00263665089873036,0.05,"(5, 5)",center data,9,3,50000,1963,0.03926,0.01308666667,heterogeneous-defect
0.006,0.00263665089873036,0.25,"(5, 5)",center data,9,3,50000,1721,0.03442,0.01147333333,heterogeneous-defect
0.006,0.00263665089873036,0.5,"(5, 5)",center data,9,3,50000,3085,0.0617,0.02056666667,heterogeneous-defect
0.006,0.00263665089873036,0.75,"(5, 5)",center data,9,3,50000,2151,0.04302,0.01434,heterogeneous-defect
0.006,0.00335981828628378,0.0,"(5, 5)",center data,9,3,50000,1605,0.0321,0.0107,heterogeneous-defect
0.006,0.00335981828628378,0.05,"(5, 5)",center data,9,3,50000,1668,0.03336,0.01112,heterogeneous-defect
0.006,0.00335981828628378,0.25,"(5, 5)",center data,9,3,50000,2410,0.0482,0.01606666667,heterogeneous-defect
0.006,0.00335981828628378,0.5,"(5, 5)",center data,9,3,50000,1716,0.03432,0.01144,heterogeneous-defect
0.006,0.00335981828628378,0.75,"(5, 5)",center data,9,3,50000,2423,0.04846,0.01615333333,heterogeneous-defect
0.006,0.0042813323987194,0.0,"(5, 5)",center data,9,3,50000,2452,0.04904,0.01634666667,heterogeneous-defect
0.006,0.0042813323987194,0.05,"(5, 5)",center data,9,3,50000,2766,0.05532,0.01844,heterogeneous-defect
0.006,0.0042813323987194,0.25,"(5, 5)",center data,9,3,50000,2272,0.04544,0.01514666667,heterogeneous-defect
0.006,0.0042813323987194,0.5,"(5, 5)",center data,9,3,50000,2701,0.05402,0.01800666667,heterogeneous-defect
0.006,0.0042813323987194,0.75,"(5, 5)",center data,9,3,50000,2426,0.04852,0.01617333333,heterogeneous-defect
0.006,0.00545559478116852,0.0,"(5, 5)",center data,9,3,50000,3377,0.06754,0.02251333333,heterogeneous-defect
0.006,0.00545559478116852,0.05,"(5, 5)",center data,9,3,50000,3190,0.0638,0.02126666667,heterogeneous-defect
0.006,0.00545559478116852,0.25,"(5, 5)",center data,9,3,50000,5107,0.10214,0.03404666667,heterogeneous-defect
0.006,0.00545559478116852,0.5,"(5, 5)",center data,9,3,50000,4669,0.09338,0.03112666667,heterogeneous-defect
0.006,0.00545559478116852,0.75,"(5, 5)",center data,9,3,50000,3853,0.07706,0.02568666667,heterogeneous-defect
0.006,0.0069519279617756,0.0,"(5, 5)",center data,9,3,50000,3546,0.07092,0.02364,heterogeneous-defect
0.006,0.0069519279617756,0.05,"(5, 5)",center data,9,3,50000,5205,0.1041,0.0347,heterogeneous-defect
0.006,0.0069519279617756,0.25,"(5, 5)",center data,9,3,50000,4961,0.09922,0.03307333333,heterogeneous-defect
0.006,0.0069519279617756,0.5,"(5, 5)",center data,9,3,50000,4956,0.09912,0.03304,heterogeneous-defect
0.006,0.0069519279617756,0.75,"(5, 5)",center data,9,3,50000,4788,0.09576,0.03192,heterogeneous-defect
0.006,0.00885866790410082,0.0,"(5, 5)",center data,9,3,50000,5442,0.10884,0.03628,heterogeneous-defect
0.006,0.00885866790410082,0.05,"(5, 5)",center data,9,3,50000,8197,0.16394,0.05464666667,heterogeneous-defect
0.006,0.00885866790410082,0.25,"(5, 5)",center data,9,3,50000,8832,0.17664,0.05888,heterogeneous-defect
0.006,0.00885866790410082,0.5,"(5, 5)",center data,9,3,50000,9403,0.18806,0.06268666667,heterogeneous-defect
0.006,0.00885866790410082,0.75,"(5, 5)",center data,9,3,50000,9864,0.19728,0.06576,heterogeneous-defect
0.006,0.0112883789168469,0.0,"(5, 5)",center data,9,3,50000,10419,0.20838,0.06946,heterogeneous-defect
0.006,0.0112883789168469,0.05,"(5, 5)",center data,9,3,50000,12545,0.2509,0.08363333333,heterogeneous-defect
0.006,0.0112883789168469,0.25,"(5, 5)",center data,9,3,50000,15591,0.31182,0.10394,heterogeneous-defect
0.006,0.0112883789168469,0.5,"(5, 5)",center data,9,3,50000,14100,0.282,0.094,heterogeneous-defect
0.006,0.0112883789168469,0.75,"(5, 5)",center data,9,3,50000,11975,0.2395,0.07983333333,heterogeneous-defect
0.006,0.0143844988828766,0.0,"(5, 5)",center data,9,3,50000,15799,0.31598,0.1053266667,heterogeneous-defect
0.006,0.0143844988828766,0.05,"(5, 5)",center data,9,3,50000,17499,0.34998,0.11666,heterogeneous-defect
0.006,0.0143844988828766,0.25,"(5, 5)",center data,9,3,50000,19064,0.38128,0.1270933333,heterogeneous-defect
0.006,0.0143844988828766,0.5,"(5, 5)",center data,9,3,50000,20212,0.40424,0.1347466667,heterogeneous-defect
0.006,0.0143844988828766,0.75,"(5, 5)",center data,9,3,50000,18523,0.37046,0.1234866667,heterogeneous-defect
0.006,0.0183298071083244,0.0,"(5, 5)",center data,9,3,50000,22014,0.44028,0.14676,heterogeneous-defect
0.006,0.0183298071083244,0.05,"(5, 5)",center data,9,3,50000,21754,0.43508,0.1450266667,heterogeneous-defect
0.006,0.0183298071083244,0.25,"(5, 5)",center data,9,3,50000,22725,0.4545,0.1515,heterogeneous-defect
0.006,0.0183298071083244,0.5,"(5, 5)",center data,9,3,50000,22876,0.45752,0.1525066667,heterogeneous-defect
0.006,0.0183298071083244,0.75,"(5, 5)",center data,9,3,50000,22213,0.44426,0.1480866667,heterogeneous-defect
0.006,0.0233572146909012,0.0,"(5, 5)",center data,9,3,50000,24123,0.48246,0.16082,heterogeneous-defect
0.006,0.0233572146909012,0.05,"(5, 5)",center data,9,3,50000,24382,0.48764,0.1625466667,heterogeneous-defect
0.006,0.0233572146909012,0.25,"(5, 5)",center data,9,3,50000,24543,0.49086,0.16362,heterogeneous-defect
0.006,0.0233572146909012,0.5,"(5, 5)",center data,9,3,50000,24693,0.49386,0.16462,heterogeneous-defect
0.006,0.0233572146909012,0.75,"(5, 5)",center data,9,3,50000,24570,0.4914,0.1638,heterogeneous-defect
0.006,0.0297635144163132,0.0,"(5, 5)",center data,9,3,50000,24831,0.49662,0.16554,heterogeneous-defect
0.006,0.0297635144163132,0.05,"(5, 5)",center data,9,3,50000,24833,0.49666,0.1655533333,heterogeneous-defect
0.006,0.0297635144163132,0.25,"(5, 5)",center data,9,3,50000,24903,0.49806,0.16602,heterogeneous-defect
0.006,0.0297635144163132,0.5,"(5, 5)",center data,9,3,50000,24870,0.4974,0.1658,heterogeneous-defect
0.006,0.0297635144163132,0.75,"(5, 5)",center data,9,3,50000,24785,0.4957,0.1652333333,heterogeneous-defect
0.006,0.0379269019073225,0.0,"(5, 5)",center data,9,3,50000,25115,0.5023,0.1674333333,heterogeneous-defect
0.006,0.0379269019073225,0.05,"(5, 5)",center data,9,3,50000,24958,0.49916,0.1663866667,heterogeneous-defect
0.006,0.0379269019073225,0.25,"(5, 5)",center data,9,3,50000,24746,0.49492,0.1649733333,heterogeneous-defect
0.006,0.0379269019073225,0.5,"(5, 5)",center data,9,3,50000,24873,0.49746,0.16582,heterogeneous-defect
0.006,0.0379269019073225,0.75,"(5, 5)",center data,9,3,50000,24934,0.49868,0.1662266667,heterogeneous-defect
0.006,0.0483293023857175,0.0,"(5, 5)",center data,9,3,50000,25095,0.5019,0.1673,heterogeneous-defect
0.006,0.0483293023857175,0.05,"(5, 5)",center data,9,3,50000,25022,0.50044,0.1668133333,heterogeneous-defect
0.006,0.0483293023857175,0.25,"(5, 5)",center data,9,3,50000,25062,0.50124,0.16708,heterogeneous-defect
0.006,0.0483293023857175,0.5,"(5, 5)",center data,9,3,50000,24951,0.49902,0.16634,heterogeneous-defect
0.006,0.0483293023857175,0.75,"(5, 5)",center data,9,3,50000,25232,0.50464,0.1682133333,heterogeneous-defect
0.006,0.0615848211066026,0.0,"(5, 5)",center data,9,3,50000,25070,0.5014,0.1671333333,heterogeneous-defect
0.006,0.0615848211066026,0.05,"(5, 5)",center data,9,3,50000,24783,0.49566,0.16522,heterogeneous-defect
0.006,0.0615848211066026,0.25,"(5, 5)",center data,9,3,50000,25216,0.50432,0.1681066667,heterogeneous-defect
0.006,0.0615848211066026,0.5,"(5, 5)",center data,9,3,50000,24827,0.49654,0.1655133333,heterogeneous-defect
0.006,0.0615848211066026,0.75,"(5, 5)",center data,9,3,50000,24988,0.49976,0.1665866667,heterogeneous-defect
0.006,0.0784759970351461,0.0,"(5, 5)",center data,9,3,50000,25009,0.50018,0.1667266667,heterogeneous-defect
0.006,0.0784759970351461,0.05,"(5, 5)",center data,9,3,50000,24972,0.49944,0.16648,heterogeneous-defect
0.006,0.0784759970351461,0.25,"(5, 5)",center data,9,3,50000,24924,0.49848,0.16616,heterogeneous-defect
0.006,0.0784759970351461,0.5,"(5, 5)",center data,9,3,50000,25007,0.50014,0.1667133333,heterogeneous-defect
0.006,0.0784759970351461,0.75,"(5, 5)",center data,9,3,50000,25096,0.50192,0.1673066667,heterogeneous-defect
0.006,0.1,0.0,"(5, 5)",center data,9,3,50000,24972,0.49944,0.16648,heterogeneous-defect
0.006,0.1,0.05,"(5, 5)",center data,9,3,50000,24909,0.49818,0.16606,heterogeneous-defect
0.006,0.1,0.25,"(5, 5)",center data,9,3,50000,25102,0.50204,0.1673466667,heterogeneous-defect
0.006,0.1,0.5,"(5, 5)",center data,9,3,50000,24988,0.49976,0.1665866667,heterogeneous-defect
0.006,0.1,0.75,"(5, 5)",center data,9,3,50000,24839,0.49678,0.1655933333,heterogeneous-defect
