p,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.00162377673918872,11,3,50000,6,0.00012,4e-05,homogeneous-uniform
0.001,11,3,50000,0,0.0,0.0,homogeneous-uniform
0.00162377673918872,13,3,50000,0,0.0,0.0,homogeneous-uniform
0.00162377673918872,15,3,50000,0,0.0,0.0,homogeneous-uniform
0.00127427498570313,11,3,50000,0,0.0,0.0,homogeneous-uniform
0.001,13,3,50000,0,0.0,0.0,homogeneous-uniform
0.001,17,3,50000,0,0.0,0.0,homogeneous-uniform
0.00127427498570313,13,3,50000,0,0.0,0.0,homogeneous-uniform
0.00127427498570313,17,3,50000,0,0.0,0.0,homogeneous-uniform
0.001,15,3,50000,0,0.0,0.0,homogeneous-uniform
0.00127427498570313,15,3,50000,0,0.0,0.0,homogeneous-uniform
0.00162377673918872,17,3,50000,1,2e-05,6.666666667e-06,homogeneous-uniform
0.00206913808111479,11,3,50000,9,0.00018,6e-05,homogeneous-uniform
0.00206913808111479,13,3,50000,0,0.0,0.0,homogeneous-uniform
0.00206913808111479,15,3,50000,0,0.0,0.0,homogeneous-uniform
0.00263665089873036,11,3,50000,28,0.00056,0.0001866666667,homogeneous-uniform
0.00206913808111479,17,3,50000,0,0.0,0.0,homogeneous-uniform
0.00263665089873036,13,3,50000,10,0.0002,6.666666667e-05,homogeneous-uniform
0.00263665089873036,15,3,50000,4,8e-05,2.666666667e-05,homogeneous-uniform
0.00335981828628378,11,3,50000,125,0.0025,0.0008333333333,homogeneous-uniform
0.00263665089873036,17,3,50000,0,0.0,0.0,homogeneous-uniform
0.00335981828628378,13,3,50000,38,0.00076,0.0002533333333,homogeneous-uniform
0.00335981828628378,15,3,50000,20,0.0004,0.0001333333333,homogeneous-uniform
0.00335981828628378,17,3,50000,5,0.0001,3.333333333e-05,homogeneous-uniform
0.0042813323987194,11,3,50000,359,0.00718,0.002393333333,homogeneous-uniform
0.0042813323987194,13,3,50000,181,0.00362,0.001206666667,homogeneous-uniform
0.0042813323987194,15,3,50000,97,0.00194,0.0006466666667,homogeneous-uniform
0.0042813323987194,17,3,50000,56,0.00112,0.0003733333333,homogeneous-uniform
0.00545559478116852,11,3,50000,967,0.01934,0.006446666667,homogeneous-uniform
0.00545559478116852,13,3,50000,684,0.01368,0.00456,homogeneous-uniform
0.00545559478116852,15,3,50000,447,0.00894,0.00298,homogeneous-uniform
0.00545559478116852,17,3,50000,333,0.00666,0.00222,homogeneous-uniform
0.0069519279617756,11,3,50000,2712,0.05424,0.01808,homogeneous-uniform
0.0069519279617756,13,3,50000,2242,0.04484,0.01494666667,homogeneous-uniform
0.0069519279617756,15,3,50000,1763,0.03526,0.01175333333,homogeneous-uniform
0.0069519279617756,17,3,50000,1574,0.03148,0.01049333333,homogeneous-uniform
0.00885866790410082,11,3,50000,6135,0.1227,0.0409,homogeneous-uniform
0.00885866790410082,13,3,50000,5749,0.11498,0.03832666667,homogeneous-uniform
0.00885866790410082,15,3,50000,5589,0.11178,0.03726,homogeneous-uniform
0.00885866790410082,17,3,50000,5287,0.10574,0.03524666667,homogeneous-uniform
0.0112883789168469,11,3,50000,12065,0.2413,0.08043333333,homogeneous-uniform
0.0112883789168469,13,3,50000,12338,0.24676,0.08225333333,homogeneous-uniform
0.0112883789168469,15,3,50000,12713,0.25426,0.08475333333,homogeneous-uniform
0.0112883789168469,17,3,50000,12874,0.25748,0.08582666667,homogeneous-uniform
0.0143844988828766,11,3,50000,18518,0.37036,0.1234533333,homogeneous-uniform
0.0143844988828766,13,3,50000,19419,0.38838,0.12946,homogeneous-uniform
0.0143844988828766,15,3,50000,20114,0.40228,0.1340933333,homogeneous-uniform
0.0143844988828766,17,3,50000,20706,0.41412,0.13804,homogeneous-uniform
0.0183298071083244,11,3,50000,23127,0.46254,0.15418,homogeneous-uniform
0.0183298071083244,13,3,50000,23601,0.47202,0.15734,homogeneous-uniform
0.0183298071083244,15,3,50000,24105,0.4821,0.1607,homogeneous-uniform
0.0183298071083244,17,3,50000,24374,0.48748,0.1624933333,homogeneous-uniform
0.0233572146909012,11,3,50000,24811,0.49622,0.1654066667,homogeneous-uniform
0.0233572146909012,13,3,50000,24950,0.499,0.1663333333,homogeneous-uniform
0.0233572146909012,15,3,50000,24992,0.49984,0.1666133333,homogeneous-uniform
0.0233572146909012,17,3,50000,24975,0.4995,0.1665,homogeneous-uniform
0.0297635144163132,11,3,50000,25053,0.50106,0.16702,homogeneous-uniform
0.0297635144163132,13,3,50000,24963,0.49926,0.16642,homogeneous-uniform
0.0297635144163132,15,3,50000,25047,0.50094,0.16698,homogeneous-uniform
0.0297635144163132,17,3,50000,24913,0.49826,0.1660866667,homogeneous-uniform
0.0379269019073225,11,3,50000,24970,0.4994,0.1664666667,homogeneous-uniform
0.0379269019073225,13,3,50000,25051,0.50102,0.1670066667,homogeneous-uniform
0.0379269019073225,15,3,50000,25046,0.50092,0.1669733333,homogeneous-uniform
0.0379269019073225,17,3,50000,24955,0.4991,0.1663666667,homogeneous-uniform
0.0483293023857175,11,3,50000,25104,0.50208,0.16736,homogeneous-uniform
0.0483293023857175,13,3,50000,25110,0.5022,0.1674,homogeneous-uniform
0.0483293023857175,15,3,50000,25076,0.50152,0.1671733333,homogeneous-uniform
0.0483293023857175,17,3,50000,24870,0.4974,0.1658,homogeneous-uniform
0.0615848211066026,11,3,50000,24994,0.49988,0.1666266667,homogeneous-uniform
0.0615848211066026,13,3,50000,24943,0.49886,0.1662866667,homogeneous-uniform
0.0615848211066026,15,3,50000,25067,0.50134,0.1671133333,homogeneous-uniform
0.0615848211066026,17,3,50000,25042,0.50084,0.1669466667,homogeneous-uniform
