p_sigma,p_mu,p_sig_scalar,distance,rounds,shots,errors,ler_shot,mu_out,sigma_out,ler_round,noise_model
0.0,0.0042813323987194,0.0,5,3,50000,1743,0.03486,0.0042813323987194,0.0,0.01162,heterogeneous-sig-scalar
4.2813323987194e-05,0.0042813323987194,0.01,5,3,50000,1869,0.03738,0.0042794918367346935,4.677664181058093e-05,0.01246,heterogeneous-sig-scalar
0.00128439971961582,0.0042813323987194,0.3,5,3,50000,2099,0.04198,0.00465610612244898,0.0011263154158959936,0.01399333333,heterogeneous-sig-scalar
0.00256879943923164,0.0042813323987194,0.6,5,3,50000,2127,0.04254,0.004644827755102041,0.002311975033919352,0.01418,heterogeneous-sig-scalar
0.0038531991588474602,0.0042813323987194,0.9,5,3,50000,2948,0.05896,0.005621804693877552,0.0034475019433609904,0.01965333333,heterogeneous-sig-scalar
0.0,0.00545559478116852,0.0,5,3,50000,3038,0.06076,0.00545559478116852,0.0,0.02025333333,heterogeneous-sig-scalar
5.45559478116852e-05,0.00545559478116852,0.01,5,3,50000,3029,0.06058,0.005460557142857143,5.424775740685946e-05,0.02019333333,heterogeneous-sig-scalar
0.0016366784343505559,0.00545559478116852,0.3,5,3,50000,3165,0.0633,0.005491148979591836,0.0013254246763596338,0.0211,heterogeneous-sig-scalar
0.0032733568687011117,0.00545559478116852,0.6,5,3,50000,3750,0.075,0.005851284489795919,0.0031507747273154967,0.025,heterogeneous-sig-scalar
0.004910035303051668,0.00545559478116852,0.9,5,3,50000,4487,0.08974,0.006563028979591837,0.004962268529693317,0.02991333333,heterogeneous-sig-scalar
0.0,0.0069519279617756,0.0,5,3,50000,4856,0.09712,0.006951927961775599,8.673617379884035e-19,0.03237333333,heterogeneous-sig-scalar
6.9519279617756e-05,0.0069519279617756,0.01,5,3,50000,4900,0.098,0.006951230612244899,7.590574768934307e-05,0.03266666667,heterogeneous-sig-scalar
0.00208557838853268,0.0069519279617756,0.3,5,3,50000,5193,0.10386,0.007142191836734694,0.002343101070649813,0.03462,heterogeneous-sig-scalar
0.00417115677706536,0.0069519279617756,0.6,5,3,50000,5280,0.1056,0.007562463265306124,0.00367880230547011,0.0352,heterogeneous-sig-scalar
0.006256735165598041,0.0069519279617756,0.9,5,3,50000,7025,0.1405,0.009101858979591836,0.005379328359228594,0.04683333333,heterogeneous-sig-scalar
0.0,0.00885866790410082,0.0,5,3,50000,7850,0.157,0.008858667904100821,1.734723475976807e-18,0.05233333333,heterogeneous-sig-scalar
0.0026576003712302457,0.00885866790410082,0.3,5,3,50000,8077,0.16154,0.008795575510204082,0.0026067324150134555,0.05384666667,heterogeneous-sig-scalar
8.858667904100819e-05,0.00885866790410082,0.01,5,3,50000,7873,0.15746,0.008873142857142857,9.639371433483263e-05,0.05248666667,heterogeneous-sig-scalar
0.0053152007424604915,0.00885866790410082,0.6,5,3,50000,10159,0.20318,0.01047614693877551,0.005244562819238569,0.06772666667,heterogeneous-sig-scalar
0.007972801113690737,0.00885866790410082,0.9,5,3,50000,8806,0.17612,0.010191881428571428,0.0062341442341901036,0.05870666667,heterogeneous-sig-scalar
0.0,0.0112883789168469,0.0,5,3,50000,11701,0.23402,0.0112883789168469,0.0,0.07800666667,heterogeneous-sig-scalar
0.000112883789168469,0.0112883789168469,0.01,5,3,50000,11317,0.22634,0.011289265306122448,0.0001074961367146734,0.07544666667,heterogeneous-sig-scalar
0.0033865136750540702,0.0112883789168469,0.3,5,3,50000,11599,0.23198,0.011505251020408164,0.0031172458701141715,0.07732666667,heterogeneous-sig-scalar
0.0067730273501081404,0.0112883789168469,0.6,5,3,50000,11394,0.22788,0.012134477346938776,0.006885130054994078,0.07596,heterogeneous-sig-scalar
0.01015954102516221,0.0112883789168469,0.9,5,3,50000,13971,0.27942,0.013888443469387758,0.007528853407164849,0.09314,heterogeneous-sig-scalar
0.0,0.0143844988828766,0.0,5,3,50000,15719,0.31438,0.0143844988828766,0.0,0.1047933333,heterogeneous-sig-scalar
0.000143844988828766,0.0143844988828766,0.01,5,3,50000,15504,0.31008,0.014389693877551018,0.00015495900762507568,0.10336,heterogeneous-sig-scalar
0.00431534966486298,0.0143844988828766,0.3,5,3,50000,14985,0.2997,0.014301414285714284,0.0045848873923812275,0.0999,heterogeneous-sig-scalar
0.01294604899458894,0.0143844988828766,0.9,5,3,50000,18588,0.37176,0.018530689795918365,0.00958501589359514,0.12392,heterogeneous-sig-scalar
