p_sigma,p_mu,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.011,0.0379269019073225,17,3,50000,25102,0.50204,0.1673466667,heterogeneous
0.015,0.0379269019073225,17,3,50000,24892,0.49784,0.1659466667,heterogeneous
0.0,0.0483293023857175,17,3,50000,25070,0.5014,0.1671333333,heterogeneous
0.006,0.0483293023857175,17,3,50000,25092,0.50184,0.16728,heterogeneous
0.009,0.0483293023857175,17,3,50000,24907,0.49814,0.1660466667,heterogeneous
0.011,0.0483293023857175,17,3,50000,25139,0.50278,0.1675933333,heterogeneous
0.015,0.0483293023857175,17,3,50000,25239,0.50478,0.16826,heterogeneous
0.0,0.0615848211066026,17,3,50000,24952,0.49904,0.1663466667,heterogeneous
0.006,0.0615848211066026,17,3,50000,24777,0.49554,0.16518,heterogeneous
0.009,0.0615848211066026,17,3,50000,25088,0.50176,0.1672533333,heterogeneous
0.011,0.0615848211066026,17,3,50000,24758,0.49516,0.1650533333,heterogeneous
0.015,0.0615848211066026,17,3,50000,24972,0.49944,0.16648,heterogeneous
0.0,0.0784759970351461,17,3,50000,25058,0.50116,0.1670533333,heterogeneous
0.006,0.0784759970351461,17,3,50000,25096,0.50192,0.1673066667,heterogeneous
0.009,0.0784759970351461,17,3,50000,24993,0.49986,0.16662,heterogeneous
0.011,0.0784759970351461,17,3,50000,24761,0.49522,0.1650733333,heterogeneous
0.015,0.0784759970351461,17,3,50000,24808,0.49616,0.1653866667,heterogeneous
0.0,0.1,17,3,50000,24935,0.4987,0.1662333333,heterogeneous
0.006,0.1,17,3,50000,24901,0.49802,0.1660066667,heterogeneous
0.009,0.1,17,3,50000,24902,0.49804,0.1660133333,heterogeneous
0.011,0.1,17,3,50000,24890,0.4978,0.1659333333,heterogeneous
0.015,0.1,17,3,50000,25137,0.50274,0.16758,heterogeneous
