p_sigma,p_mu,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.015,0.00335981828628378,9,3,50000,16842,0.33684,0.11228,heterogeneous
0.0,0.0042813323987194,9,3,50000,594,0.01188,0.00396,heterogeneous
0.006,0.0042813323987194,9,3,50000,2218,0.04436,0.01478666667,heterogeneous
0.009,0.0042813323987194,9,3,50000,4384,0.08768,0.02922666667,heterogeneous
0.011,0.0042813323987194,9,3,50000,7867,0.15734,0.05244666667,heterogeneous
0.015,0.0042813323987194,9,3,50000,16374,0.32748,0.10916,heterogeneous
0.0,0.00545559478116852,9,3,50000,1401,0.02802,0.00934,heterogeneous
0.006,0.00545559478116852,9,3,50000,3302,0.06604,0.02201333333,heterogeneous
0.009,0.00545559478116852,9,3,50000,7310,0.1462,0.04873333333,heterogeneous
0.011,0.00545559478116852,9,3,50000,10537,0.21074,0.07024666667,heterogeneous
0.015,0.00545559478116852,9,3,50000,12431,0.24862,0.08287333333,heterogeneous
0.0,0.0069519279617756,9,3,50000,3229,0.06458,0.02152666667,heterogeneous
0.006,0.0069519279617756,9,3,50000,4434,0.08868,0.02956,heterogeneous
0.009,0.0069519279617756,9,3,50000,7393,0.14786,0.04928666667,heterogeneous
0.011,0.0069519279617756,9,3,50000,12188,0.24376,0.08125333333,heterogeneous
0.015,0.0069519279617756,9,3,50000,16679,0.33358,0.1111933333,heterogeneous
0.0,0.00885866790410082,9,3,50000,6643,0.13286,0.04428666667,heterogeneous
0.006,0.00885866790410082,9,3,50000,6507,0.13014,0.04338,heterogeneous
0.009,0.00885866790410082,9,3,50000,11257,0.22514,0.07504666667,heterogeneous
0.011,0.00885866790410082,9,3,50000,13877,0.27754,0.09251333333,heterogeneous
0.015,0.00885866790410082,9,3,50000,18369,0.36738,0.12246,heterogeneous
0.0,0.0112883789168469,9,3,50000,11823,0.23646,0.07882,heterogeneous
0.006,0.0112883789168469,9,3,50000,14651,0.29302,0.09767333333,heterogeneous
0.009,0.0112883789168469,9,3,50000,14384,0.28768,0.09589333333,heterogeneous
0.011,0.0112883789168469,9,3,50000,14984,0.29968,0.09989333333,heterogeneous
0.015,0.0112883789168469,9,3,50000,19803,0.39606,0.13202,heterogeneous
0.0,0.0143844988828766,9,3,50000,17771,0.35542,0.1184733333,heterogeneous
0.006,0.0143844988828766,9,3,50000,17850,0.357,0.119,heterogeneous
0.009,0.0143844988828766,9,3,50000,18077,0.36154,0.1205133333,heterogeneous
0.011,0.0143844988828766,9,3,50000,19354,0.38708,0.1290266667,heterogeneous
0.015,0.0143844988828766,9,3,50000,21433,0.42866,0.1428866667,heterogeneous
0.0,0.0183298071083244,9,3,50000,22476,0.44952,0.14984,heterogeneous
0.006,0.0183298071083244,9,3,50000,21689,0.43378,0.1445933333,heterogeneous
0.009,0.0183298071083244,9,3,50000,20906,0.41812,0.1393733333,heterogeneous
0.011,0.0183298071083244,9,3,50000,21795,0.4359,0.1453,heterogeneous
0.015,0.0183298071083244,9,3,50000,23621,0.47242,0.1574733333,heterogeneous
0.0,0.0233572146909012,9,3,50000,24334,0.48668,0.1622266667,heterogeneous
0.006,0.0233572146909012,9,3,50000,24285,0.4857,0.1619,heterogeneous
0.009,0.0233572146909012,9,3,50000,23939,0.47878,0.1595933333,heterogeneous
0.011,0.0233572146909012,9,3,50000,24446,0.48892,0.1629733333,heterogeneous
0.015,0.0233572146909012,9,3,50000,24378,0.48756,0.16252,heterogeneous
0.0,0.0297635144163132,9,3,50000,24926,0.49852,0.1661733333,heterogeneous
0.006,0.0297635144163132,9,3,50000,24874,0.49748,0.1658266667,heterogeneous
0.009,0.0297635144163132,9,3,50000,24965,0.4993,0.1664333333,heterogeneous
0.011,0.0297635144163132,9,3,50000,24965,0.4993,0.1664333333,heterogeneous
0.015,0.0297635144163132,9,3,50000,24753,0.49506,0.16502,heterogeneous
0.0,0.0379269019073225,9,3,50000,24993,0.49986,0.16662,heterogeneous
0.006,0.0379269019073225,9,3,50000,24808,0.49616,0.1653866667,heterogeneous
0.009,0.0379269019073225,9,3,50000,25044,0.50088,0.16696,heterogeneous
0.011,0.0379269019073225,9,3,50000,25149,0.50298,0.16766,heterogeneous
0.015,0.0379269019073225,9,3,50000,25081,0.50162,0.1672066667,heterogeneous
0.0,0.0483293023857175,9,3,50000,24915,0.4983,0.1661,heterogeneous
0.006,0.0483293023857175,9,3,50000,24997,0.49994,0.1666466667,heterogeneous
0.009,0.0483293023857175,9,3,50000,24813,0.49626,0.16542,heterogeneous
0.011,0.0483293023857175,9,3,50000,25030,0.5006,0.1668666667,heterogeneous
0.015,0.0483293023857175,9,3,50000,24941,0.49882,0.1662733333,heterogeneous
0.0,0.0615848211066026,9,3,50000,24890,0.4978,0.1659333333,heterogeneous
0.006,0.0615848211066026,9,3,50000,25019,0.50038,0.1667933333,heterogeneous
0.009,0.0615848211066026,9,3,50000,24817,0.49634,0.1654466667,heterogeneous
0.011,0.0615848211066026,9,3,50000,25054,0.50108,0.1670266667,heterogeneous
0.015,0.0615848211066026,9,3,50000,25074,0.50148,0.16716,heterogeneous
0.0,0.0784759970351461,9,3,50000,24935,0.4987,0.1662333333,heterogeneous
0.006,0.0784759970351461,9,3,50000,25332,0.50664,0.16888,heterogeneous
0.009,0.0784759970351461,9,3,50000,25085,0.5017,0.1672333333,heterogeneous
0.011,0.0784759970351461,9,3,50000,25113,0.50226,0.16742,heterogeneous
0.015,0.0784759970351461,9,3,50000,25001,0.50002,0.1666733333,heterogeneous
0.0,0.1,9,3,50000,25098,0.50196,0.16732,heterogeneous
0.006,0.1,9,3,50000,25036,0.50072,0.1669066667,heterogeneous
0.009,0.1,9,3,50000,25117,0.50234,0.1674466667,heterogeneous
0.011,0.1,9,3,50000,25021,0.50042,0.1668066667,heterogeneous
0.015,0.1,9,3,50000,24780,0.4956,0.1652,heterogeneous
