p,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.0615848211066026,0.75,"(7, 7)",center data,13,3,50000,24981,0.49962,0.16654,homogeneous
0.0784759970351461,0.0,"(7, 7)",center data,13,3,50000,25172,0.50344,0.1678133333,homogeneous
0.0784759970351461,0.05,"(7, 7)",center data,13,3,50000,24923,0.49846,0.1661533333,homogeneous
0.0784759970351461,0.25,"(7, 7)",center data,13,3,50000,25002,0.50004,0.16668,homogeneous
0.0784759970351461,0.5,"(7, 7)",center data,13,3,50000,25077,0.50154,0.16718,homogeneous
0.0784759970351461,0.75,"(7, 7)",center data,13,3,50000,24909,0.49818,0.16606,homogeneous
0.1,0.0,"(7, 7)",center data,13,3,50000,25012,0.50024,0.1667466667,homogeneous
0.1,0.05,"(7, 7)",center data,13,3,50000,24969,0.49938,0.16646,homogeneous
0.1,0.25,"(7, 7)",center data,13,3,50000,24931,0.49862,0.1662066667,homogeneous
0.1,0.5,"(7, 7)",center data,13,3,50000,24806,0.49612,0.1653733333,homogeneous
0.1,0.75,"(7, 7)",center data,13,3,50000,24986,0.49972,0.1665733333,homogeneous
0.00127427498570313,0.5,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00127427498570313,0.75,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00127427498570313,0.25,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00127427498570313,0.05,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.001,0.5,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00162377673918872,0.05,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.001,0.05,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.001,0.0,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00162377673918872,0.0,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.001,0.25,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00127427498570313,0.0,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.001,0.75,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00162377673918872,0.25,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00162377673918872,0.5,"(8, 8)",center data,15,3,50000,1,2e-05,6.666666667e-06,homogeneous
0.00162377673918872,0.75,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00206913808111479,0.05,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00206913808111479,0.0,"(8, 8)",center data,15,3,50000,0,0.0,0.0,homogeneous
0.00206913808111479,0.25,"(8, 8)",center data,15,3,50000,1,2e-05,6.666666667e-06,homogeneous
0.00206913808111479,0.5,"(8, 8)",center data,15,3,50000,1,2e-05,6.666666667e-06,homogeneous
0.00206913808111479,0.75,"(8, 8)",center data,15,3,50000,2,4e-05,1.333333333e-05,homogeneous
0.00263665089873036,0.05,"(8, 8)",center data,15,3,50000,4,8e-05,2.666666667e-05,homogeneous
0.00263665089873036,0.0,"(8, 8)",center data,15,3,50000,4,8e-05,2.666666667e-05,homogeneous
0.00263665089873036,0.25,"(8, 8)",center data,15,3,50000,6,0.00012,4e-05,homogeneous
0.00263665089873036,0.5,"(8, 8)",center data,15,3,50000,7,0.00014,4.666666667e-05,homogeneous
0.00263665089873036,0.75,"(8, 8)",center data,15,3,50000,6,0.00012,4e-05,homogeneous
0.00335981828628378,0.0,"(8, 8)",center data,15,3,50000,24,0.00048,0.00016,homogeneous
0.00335981828628378,0.05,"(8, 8)",center data,15,3,50000,22,0.00044,0.0001466666667,homogeneous
0.00335981828628378,0.25,"(8, 8)",center data,15,3,50000,28,0.00056,0.0001866666667,homogeneous
0.00335981828628378,0.5,"(8, 8)",center data,15,3,50000,30,0.0006,0.0002,homogeneous
0.00335981828628378,0.75,"(8, 8)",center data,15,3,50000,18,0.00036,0.00012,homogeneous
0.0042813323987194,0.0,"(8, 8)",center data,15,3,50000,93,0.00186,0.00062,homogeneous
0.0042813323987194,0.05,"(8, 8)",center data,15,3,50000,107,0.00214,0.0007133333333,homogeneous
