p,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.0143844988828766,0.75,"(3, 3)",center data,5,3,50000,18301,0.36602,0.1220066667,homogeneous-defect
0.0183298071083244,0.0,"(3, 3)",center data,5,3,50000,19638,0.39276,0.13092,homogeneous-defect
0.0183298071083244,0.05,"(3, 3)",center data,5,3,50000,20187,0.40374,0.13458,homogeneous-defect
0.0183298071083244,0.25,"(3, 3)",center data,5,3,50000,21108,0.42216,0.14072,homogeneous-defect
0.0183298071083244,0.5,"(3, 3)",center data,5,3,50000,21571,0.43142,0.1438066667,homogeneous-defect
0.0183298071083244,0.75,"(3, 3)",center data,5,3,50000,21515,0.4303,0.1434333333,homogeneous-defect
0.0233572146909012,0.0,"(3, 3)",center data,5,3,50000,22719,0.45438,0.15146,homogeneous-defect
0.0233572146909012,0.05,"(3, 3)",center data,5,3,50000,23053,0.46106,0.1536866667,homogeneous-defect
0.0233572146909012,0.25,"(3, 3)",center data,5,3,50000,23199,0.46398,0.15466,homogeneous-defect
0.0233572146909012,0.5,"(3, 3)",center data,5,3,50000,23477,0.46954,0.1565133333,homogeneous-defect
0.0233572146909012,0.75,"(3, 3)",center data,5,3,50000,23703,0.47406,0.15802,homogeneous-defect
0.0297635144163132,0.0,"(3, 3)",center data,5,3,50000,24270,0.4854,0.1618,homogeneous-defect
0.0297635144163132,0.05,"(3, 3)",center data,5,3,50000,24318,0.48636,0.16212,homogeneous-defect
0.0297635144163132,0.25,"(3, 3)",center data,5,3,50000,24492,0.48984,0.16328,homogeneous-defect
0.0297635144163132,0.5,"(3, 3)",center data,5,3,50000,24612,0.49224,0.16408,homogeneous-defect
0.0297635144163132,0.75,"(3, 3)",center data,5,3,50000,24510,0.4902,0.1634,homogeneous-defect
0.0379269019073225,0.0,"(3, 3)",center data,5,3,50000,24826,0.49652,0.1655066667,homogeneous-defect
0.0379269019073225,0.05,"(3, 3)",center data,5,3,50000,25068,0.50136,0.16712,homogeneous-defect
0.0379269019073225,0.25,"(3, 3)",center data,5,3,50000,24845,0.4969,0.1656333333,homogeneous-defect
0.0379269019073225,0.5,"(3, 3)",center data,5,3,50000,24865,0.4973,0.1657666667,homogeneous-defect
0.0379269019073225,0.75,"(3, 3)",center data,5,3,50000,24875,0.4975,0.1658333333,homogeneous-defect
0.0483293023857175,0.0,"(3, 3)",center data,5,3,50000,24840,0.4968,0.1656,homogeneous-defect
0.0483293023857175,0.05,"(3, 3)",center data,5,3,50000,24903,0.49806,0.16602,homogeneous-defect
0.0483293023857175,0.25,"(3, 3)",center data,5,3,50000,25157,0.50314,0.1677133333,homogeneous-defect
0.0483293023857175,0.5,"(3, 3)",center data,5,3,50000,25038,0.50076,0.16692,homogeneous-defect
0.0615848211066026,0.0,"(3, 3)",center data,5,3,50000,24928,0.49856,0.1661866667,homogeneous-defect
0.0483293023857175,0.75,"(3, 3)",center data,5,3,50000,24999,0.49998,0.16666,homogeneous-defect
0.0615848211066026,0.05,"(3, 3)",center data,5,3,50000,24933,0.49866,0.16622,homogeneous-defect
0.0615848211066026,0.25,"(3, 3)",center data,5,3,50000,25233,0.50466,0.16822,homogeneous-defect
